eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85118529443,"MATE,PHYS",2021,208,"3D printing,Electrostatic interaction,Ti-6Al-4V,Titania nanotubes,Vancomycin",ar,5,48
2-s2.0-85118504456,"AGRI,IMMU,SOCI,HEAL",2021,206,"Grain quality,Production system,Rice (Oryza sativa L.),Soil characteristic,Starch physicochemical properties",ar,5,112
2-s2.0-85118489005,CENG,2021,197,"Amnion,Biomechanical phenomena,Cryopreservation,Dogs,Ophthalmology",ar,3,44
2-s2.0-85118482871,"CHEM,MATE",2021,227,"Aging process,Biodegradation,Biomaterials,CAD/CAM,Chewing simulation,Color stability,Crowns,Dental materials,Dentistry,Displacement resistance,PEEK,Wear resistance,Zirconia",ar,24,84
2-s2.0-85118418553,"BIOC,PHAR",2021,278,"Akt,C-Myc,Cancer stem cell,Lung cancer,MTOR,Nanog,Oct4,Renieramycin M,Sox2",ar,7,65
2-s2.0-85118405619,"CENG,BIOC,CHEM,COMP",2021,245,"Human-induced pluripotent stem cells,In vitro model,Neurons,Proteomics analysis,Rabies virus,Virus–host interaction",ar,4,97
2-s2.0-85118402440,"BIOC,PHAR",2021,307,"Akt,Cancer stem cell,CSC-targeting,Lung cancer,Pongol methyl ether",ar,2,45
2-s2.0-85118398696,"BIOC,PHAR",2021,232,"ADMET analysis,AIDS,Curcuma aeruginosa Roxb,Drug discovery,HIV-1 protease inhibitor,HIV-1 reverse transcriptase inhibitor,Immunodeficiency virus,Virtual screening",ar,6,51
2-s2.0-85118281590,MEDI,2021,0,,le,0,6
2-s2.0-85118228599,"ENVI,AGRI",2021,132,"Phylogeny,Sordariomycetes,Systematics,Taxonomy,Two novel freshwater microfungi",ar,11,33
2-s2.0-85118203587,"COMP,CHEM,MATH,PHYS",2021,192,"Clique,Complete k-uniform hypergraph,Ideal-based k-zero-divisor,Ideal-based k-zero-divisor hypergraph,K-partite k-uniform hypergraph,K-partite σ-uniform hypergraph,K-zero-divisor,K-zero-divisor hypergraph",ar,1,22
2-s2.0-85118195813,"SOCI,ENER,ENVI",2021,161,"Industrial consumer behavior,Industrial contaminants,Innovation adoption model,Portable electrochemical analytical devices,Predicting technology adoption",ar,2,143
2-s2.0-85118127451,"ENVI,MEDI",2021,72,,er,1,
2-s2.0-85118126894,MEDI,2021,235,"HIV,ML ratio,Monocytes,Predictor,Tuberculosis",ar,7,34
2-s2.0-85118096274,MEDI,2021,316,"angulation,deformity,osteotomy,polydactyly,thumb",ar,4,17
2-s2.0-85117962706,"CENG,CHEM",2021,183,"Bifunctional electrocatalysts,DFT study,Ni3S2,Overall water splitting",ar,11,50
2-s2.0-85117951808,"CENG,ENVI,CHEM",2021,242,"Biofuels,Brønsted–Lewis acid sites,Catalytic cracking,Co-Mo/ZSM-5,Hydrocarbon,Palm oil",ar,3,44
2-s2.0-85117949364,"BIOC,PHAR",2021,166,"HLA genetic polymorphisms,Human leukocyte antigen,Pharmacogenomics,Precision medicine,SCARs",re,18,207
2-s2.0-85117937470,BIOC,2021,256,"Bacterial translocation,Inflammation,LPS,Neuro-immune,Physiological stress,Psychiatry,Schizophrenia",ar,13,85
2-s2.0-85117890064,MEDI,2021,204,"Blood drawing,Hemolytic disease,MicroRNA,MiR-451a,Pre-analytical,Serum separation",ar,1,46
2-s2.0-85117824821,MATH,2021,205,"Mixed-integer linear programming,Pressing process,Printed circuit board,Scheduling",ar,2,23
2-s2.0-85117618193,"CENG,BIOC,CHEM,COMP",2021,229,"Acyl-ACP synthetase,FFA secretion,Lipase A,Membrane lipid degradation,Synechocystis sp. PCC 6803",ar,3,51
2-s2.0-85117614518,"CENG,BIOC,CHEM,COMP",2021,275,"Cecal ligation and puncture,Cell free DNA,CGAS,LPS,Sepsis",ar,16,70
2-s2.0-85117595797,"AGRI,ENVI",2021,223,"Cladophora,Ecological services,Lotic environment,Microbiome,Nan River",ar,2,238
2-s2.0-85117594332,BIOC,2021,216,"Autophagy,Glutamate,Mitophagy,Neurodegenerative diseases,Oxidative stress,Thunber-gia laurifolia",ar,6,88
2-s2.0-85117418098,CHEM,2021,235,"Electrochemical sensor,Neurological disorder,TiO2/MXene-PVA/GO hydrogel,Urinary norepinephrine,Voltammetry",ar,15,35
2-s2.0-85117348761,"MATE,CHEM",2021,54,,er,3,
2-s2.0-85117277025,BIOC,2021,173,"Antioxidants,Depression,Diet,Flavonoids,Mental health,Oxidative stress",re,14,101
2-s2.0-85117225287,"AGRI,ENVI",2021,284,"forest succession,soil moisture,soil organic matter,soil respiration,soil temperature,tropical forests",ar,11,62
2-s2.0-85116739754,"MATE,CHEM",2021,172,"Cellulose based composite,Colorimetric sensor,Food spoilage detection,Office waste paper",ar,4,47
2-s2.0-85116712307,MEDI,2021,204,"Children,Inactivated quadrivalent influenza vaccine,Pre-exposure rabies prophylaxis,Rabies vaccine",ar,1,24
2-s2.0-85116391566,"CENG,MEDI,MATE,ENGI",2021,255,"hemodiafiltration,Incremental hemodialysis,low-protein diet,once-weekly dialysis",ar,0,16
2-s2.0-85116363758,CHEM,2021,131,"1,3-dipolar cycloaddition,antibacterial activity,antitubercular activity,InhA inhibitor,isoxazoline derivatives,Mycobacterium tuberculosis",ar,6,53
2-s2.0-85116102838,ENVI,2021,236,"Electrochemical process,Electronic waste,Metal recovery,Mild oxidizer,Rare-earth element",ar,5,37
2-s2.0-85116064565,ECON,2021,118,"Collectivism,Culture,Future orientation,Saving,Uncertainty avoidance",ar,4,57
2-s2.0-85115839923,"MATH,ENGI,PHYS",2021,217,"acid catalyst,furfural,magnetic,mesoporous carbon,soft-template self-assembly,xylose",ar,3,62
2-s2.0-85115750146,BIOC,2021,240,"cytokines,inflammation,neutropenia,neutrophil elastase,periodontitis,protease",ar,2,40
2-s2.0-85115726275,"ARTS,ECON",2021,116,"agriculture,development,economic history,Thailand,wages",cp,0,52
2-s2.0-85115654873,MATE,2021,170,"Cotton thread,Flexible electrode,Gold nanoparticle,Non-enzymatic sensor,Uric acid",ar,6,95
2-s2.0-85115360121,"CENG,ENGI",2021,207,"Acetaldehyde production,Analcime zeolite,Cancrinite zeolite,Ethanol conversion,Natural mordenite zeolite",ar,3,82
2-s2.0-85115333738,"BIOC,MEDI",2021,356,"carbon ions,dose calculation algorithms,heterogeneous phantom,protons",ar,5,51
2-s2.0-85115318095,"CHEM,CENG",2021,158,"Camp number Gt,Floc size distribution,Image analysis,Jet clarifier,Velocity gradient",ar,1,34
2-s2.0-85115271771,MEDI,2021,261,"adenotonsillar hypertrophy,nocturnal oximetry,obstructive sleep apnea",ar,2,26
2-s2.0-85115202918,MEDI,2021,250,"anticoagulation,cancer-associated thrombosis,low-molecular-weight heparin,venous thromboembolism,warfarin",ar,7,41
2-s2.0-85115198574,"NEUR,MEDI",2021,0,,le,3,6
2-s2.0-85115183222,"CHEM,CENG",2021,177,"Hydrodynamics,Jet clarifier,Particle image velocimetry,Velocity gradient",ar,1,34
2-s2.0-85115081120,EART,2021,118,"Dynamic structure-soil-structure interaction,Fourier integral transform,Layered media,Stiffness matrix method,Transverse isotropy,Variational methods",ar,7,42
2-s2.0-85115079568,MEDI,2021,272,"Diffuse weighted imaging,Hepatocellular carcinoma,Histological grading,Liver,Non-restricted diffusion",ar,0,40
2-s2.0-85115044869,MEDI,2021,285,"Adrenocortical carcinoma,Children,Germline mutation,Hereditary,Li-Fraumeni syndrome,TP53",ar,0,24
2-s2.0-85114815229,"CHEM,CENG",2021,152,"Antibacterial activity,Anticancer studies,Brine shrimp assay,Hydroxyapatite,Synthetic urine,Ureolytic Bacillus sp.",ar,19,51
2-s2.0-85114720112,"BIOC,AGRI",2021,205,"cyanobacteria,gene expression,oxidative stress",ar,9,41
2-s2.0-85114599856,"IMMU,VETE",2021,193,"Cross-protection,In vivo induced genes,Leptospirosis,Live attenuated vaccine",ar,1,35
2-s2.0-85114455772,"AGRI,VETE",2021,0,"barramundi,intestinal inflammation,streptococcosis,virulence",ar,6,19
2-s2.0-85114419200,ENGI,2021,146,"Bridge girders,Cracks,Dapped-end,Finite-element analysis,Prestressed concrete",ar,7,42
2-s2.0-85114360086,MATH,2021,90,"Clifford analysis,Fock space,Monogenic function,Segal–Bargmann transform",ar,1,19
2-s2.0-85114336090,"IMMU,BIOC",2021,191,"16S rRNA gene,Coffea arabica L,Endophytic actinobacterium,Streptomyces",ar,1,50
2-s2.0-85114296950,MEDI,2021,0,,le,6,6
2-s2.0-85114180072,"BIOC,ECON,ENER",2021,190,"Biaxially stretched film,Biodegradable polyesters,Thermoplastic starch",ar,16,34
2-s2.0-85114094922,"CHEM,BIOC",2021,222,"Bacillus cereus,Carboxymethylcellulose,Foodborne pathogens,Paper-based sensor,Peptide nucleic acid",ar,5,39
2-s2.0-85113903667,IMMU,2021,267,,ar,6,50
2-s2.0-85113851209,MEDI,2021,279,,ar,13,29
2-s2.0-85113688115,MEDI,2021,281,"inflammatory bowel disease [IBD],obesity,Ulcerative colitis[UC]",ar,9,43
2-s2.0-85113505950,"BIOC,MATE,PHYS",2021,152,"Electrodeposition,Porous copper,Storage conditions,Wettability",ar,2,39
2-s2.0-85113344243,"CHEM,CENG,ENER,ENGI",2021,180,"Biohydrogenated diesel,Fixed-bed reactor,Hydroprocessing,Palm oil,Zeolite",ar,7,45
2-s2.0-85112848942,PHAR,2021,233,"DoE,Extended-release tablets,FDM 3D printing,Hot-melt extrusion,Hydroxypropyl cellulose",ar,7,103
2-s2.0-85112786189,MEDI,2021,215,,ar,0,143
2-s2.0-85112747292,MEDI,2021,233,"cabotegravir,HIV,HPTN 083,injectable,long-acting,men who have sex with men,preexposure prophylaxis,prevention,TDF/FTC",ar,55,27
2-s2.0-85112382227,"MATE,PHYS,ENGI",2021,249,"Carbon paste electrode,Electrocatalysis,Electrochemical determination,Gold nanoparticles,Graphene nanoribbons,Nitric oxide",ar,17,55
2-s2.0-85112059056,"AGRI,MATE",2021,220,,ar,10,44
2-s2.0-85111961682,EART,2021,197,"Cavity,Electrical resistivity tomography,Power transmission towers,Sinkhole collapses",ar,14,57
2-s2.0-85111915578,"ENVI,AGRI,SOCI,ENER",2021,159,,ar,130,81
2-s2.0-85111821795,ENER,2021,151,"aqueous phase,bio-hydrogen,bio-oil,hydrothermal liquefaction,photo-catalytic reforming,titanium dioxide",ar,4,55
2-s2.0-85111740976,MEDI,2021,250,"children,coronavirus,infection,respiratory syncytial virus,rhinovirus",ar,8,31
2-s2.0-85111639690,AGRI,2021,170,"3-Aminopropyl trimethoxysilane,Antimicrobial activity,Cellulose coating,Cellulose nanofiber modification,Cytotoxicity,Water-repellency",ar,8,58
2-s2.0-85111613338,"BIOC,ENVI",2021,245,"Automatic Linear Modelling (ALM),Groundwater contamination,Integrated method,Irrigation indices,Irrigation water quality",ar,39,69
2-s2.0-85111557523,ENER,2021,240,"Biodiesel,Hydrodynamic regime,Rotating Reynolds number,Rotating tube reactor,Taylor number,Taylor-Couette flow,Transesterification",ar,10,78
2-s2.0-85111528199,CHEM,2021,153,"Environmental samples,Hexavalent chromium,Microfluidic paper-based analytical devices,Speciation,Trivalent chromium",re,11,81
2-s2.0-85111252287,MEDI,2021,293,"177Lu-PSMA I&T,MIRD scheme,Radionuclide therapy,Theranostics",ar,4,38
2-s2.0-85111032154,"CENG,ENER,CHEM",2021,240,"Ammonia,Bio-ammonia production,Biomass,Inter-relationship,Microalgae,Sustainability",ar,82,127
2-s2.0-85111025847,"PSYC,MEDI",2021,246,"biomarkers,Bipolar disorder,Major depression,Metabolic syndrome,oxidative and nitrosative stress, antioxidants",ar,12,57
2-s2.0-85110962545,ENER,2021,275,"chromium-doped copper oxide,magnetron sputtering,microstructures,substrate temperature,supercapacitor",ar,7,57
2-s2.0-85110738803,"BIOC,CENG,IMMU,ENGI",2021,159,,ar,77,46
2-s2.0-85110442048,"ENER,MATE,ENGI",2021,201,"Anode,Cellulose separator,Dendrites-free,Zinc-ion batteries,ZrO2",ar,125,52
2-s2.0-85110165880,MEDI,2021,261,"Animal model,Imiquimod,Mass spectrometry,Proteomics,Silkworm",ar,6,45
2-s2.0-85110130853,"PHYS,MATE",2021,202,"Density functional theory,Hydrogen evolution reaction,Multifunctional electrocatalyst,Oxygen evolution and reduction reaction",ar,15,49
2-s2.0-85110043301,"MATE,PHYS,ENGI",2021,150,"Complex concentrated alloys,Eutectic microstructure,High entropy alloys,Intermetallic precipitates,Widmanstatten",ar,13,26
2-s2.0-85109520633,"PHAR,NEUR,MEDI",2021,221,"Inflammasome,Maternal immune activation,Neuroprogression,Schizophrenia,Toll-like receptor",ar,11,44
2-s2.0-85109430548,COMP,2021,242,"Bus arrival time prediction,Bus travel time reliability,Real-time transit information system,Skewed journey time distribution",ar,13,69
2-s2.0-85109307119,"HEAL,MEDI",2021,270,"Hepatocellular carcinoma,Inter-reader agreement,Screening and surveillance,Ultrasound LI-RADS,Visualization Score",ar,8,17
2-s2.0-85109111521,"ENER,EART",2021,240,"Artificial neural networks,Conjugate gradient,Gradient boosting,Machine learning,Natural gas forecasting,Natural gas supply chain",ar,9,73
2-s2.0-85109086144,MEDI,2021,237,"Melanocyte,ROS,Sericin extraction,Silk,Tyrosinase activity",ar,5,40
2-s2.0-85108309634,"ENVI,CHEM,MEDI",2021,190,"Bio-chemicals,Bio-hydrogen,Bio-oil,Gasification,HTL-aqueous phase,Hydrothermal liquefaction",ar,21,118
2-s2.0-85108253213,"CENG,CHEM,MATE",2021,189,"Crude rice bran oil,Hydrophilic–lipophilic deviation,Microemulsion-based washing solution,Mixed surfactant,Spent bleaching earth",ar,5,58
2-s2.0-85108014599,"MATE,PHYS,ENGI",2021,212,"Copper-doped zinc oxide thin films,Density functional theory,Ferromagnetic phase,LDA+U approach,Sol-gel technique,Spin coating method",ar,5,66
2-s2.0-85107980378,MEDI,2021,229,"Evaluation,Microsurgery,Non-living specimen,Patency,Training",ar,0,13
2-s2.0-85107970643,"BIOC,ENGI,CHEM",2021,254,"Bone diseases,Electrochemical impedance spectroscopy,L-hydroxyproline,Molecularly imprinted polymer,Non-enzymatic sensor",ar,12,34
2-s2.0-85107928247,"ENVI,CHEM,MEDI",2021,252,"Bismuth oxyhalides,Organic pollutants,Photocatalysis,Ternary nanocomposite,Wastewater treatment",ar,67,105
2-s2.0-85107829166,"CHEM,AGRI",2021,151,"Anthocyanins,Bioaccessibility,Phenolic compounds,Rice bran,Simulated gastrointestinal digestion",ar,17,24
2-s2.0-85107719586,MEDI,2021,251,,ar,1,28
2-s2.0-85107679668,"CHEM,AGRI",2021,152,"Antibody,Daidzin,Genistin,Open sandwich fluorescence-linked immunosorbent assay,Soy isoflavone glycosides,Soybean",ar,4,40
2-s2.0-85107561210,MEDI,2021,222,"BAM15,Inflammation,Macrophage,Metabolism,Mitochondrial uncoupling",ar,19,83
2-s2.0-85107552315,"BIOC,MATE,CHEM",2021,251,"DNA,PNA,properties,RNA,synthesis",ar,3,31
2-s2.0-85107305770,"ENVI,CHEM,MEDI",2021,213,"Biodegradation,Defined consortia,Fuel oil,Immobilization,River sediment",ar,12,67
2-s2.0-85106349175,MEDI,2021,157,"blood donor,flow cytometry,G6PD deficiency,microparticle,packed red blood cells,transfusion",ar,1,31
2-s2.0-85105528577,MEDI,2021,183,"Estrogen deficiency,Exercise,Genistein,Nonalcoholic steatohepatitis,Ovariectomized",ar,5,48
2-s2.0-85105146040,MEDI,2021,126,"AKI,barrier,CRRT,developing world,limited resources",ar,1,53
2-s2.0-85105125361,MEDI,2021,264,"allergic rhinitis,botulinum toxins,botulinum toxins type A,quality of life, rhinitis",ar,4,33
2-s2.0-85104806748,MEDI,2021,91,"health care services,health communication,noncommunicable diseases,population health,telemedicine",ar,9,7
2-s2.0-85104588310,"BUSI,SOCI,ENVI",2021,153,"Buddhism,corporate sustainability,ethnography,meditation,mindfulness,qualitative study",ar,4,63
2-s2.0-85104003516,ECON,2021,103,"corporate social responsibility,CSR,instrumental variable,political exposure,political risk,risk mitigation",re,18,60
2-s2.0-85103665192,"BIOC,PHAR",2021,255,"Anticancer,Antineoplastic agents,Antioxidants,Cell lines,Flamboyant) Delonix regia) Bojer (Raf),Flavonoids",ar,3,47
2-s2.0-85103204385,MEDI,2021,282,,ar,1,36
2-s2.0-85102755666,"SOCI,BUSI,ENVI",2021,164,"Bangladesh,corporate social responsibility decisions,fear and anger,global value chains,negative emotions,Pakistan,supplier factory senior managers",ar,9,84
2-s2.0-85101614504,"MEDI,NURS",2021,351,,ar,10,36
2-s2.0-85101546923,MEDI,2021,149,"advanced interatrial block,atrial aberrancy,atypical advanced interatrial block,interatrial aberrancy,interatrial block,second-degree interatrial block",ar,0,17
2-s2.0-85101380481,"AGRI,BIOC",2021,209,"biogeography,concatenation,Liphistiidae,molecular dating,summary coalescent,UCEs",ar,15,80
2-s2.0-85101363349,MEDI,2021,362,"Cancer screening,Incidental,Infection,Lung cancer,Radiology",ar,10,41
2-s2.0-85100549043,MEDI,2021,278,,ar,2,29
2-s2.0-85099186102,MEDI,2021,243,"acute cholecystitis,EUS-guided choledochoduodenostomy,EUS-guided gallbladder drainage,malignant biliary obstruction",ar,17,27
2-s2.0-85098332405,"IMMU,VETE",2021,162,"BALB/c mice,duck Tembusu virus,pathogenesis,virus distribution",ar,10,45
2-s2.0-85087803325,"MEDI,DENT",2021,177,,ar,8,26
2-s2.0-85124045489,"SOCI,BUSI,ECON,ARTS",2021,192,"Dynamic Capabilities,Human Resource Competencies,Information Technology Capabilities,Innovative Performance",ar,2,58
2-s2.0-85124036561,"SOCI,BUSI,ECON,ARTS",2021,189,"Business combinations,Competition law,Merger control,Substantial lessening of competition",ar,0,42
2-s2.0-85124015433,"SOCI,BUSI,ECON,ARTS",2021,159,"innovativeness,Knowledge management orientation,performance,small and medium-sized companies,SMEs",ar,1,57
2-s2.0-85124007135,"SOCI,BUSI,ECON,ARTS",2021,206,"Business Success for Sustainability,Indicator Development,One Tambon One Product",ar,1,61
2-s2.0-85124006609,"SOCI,BUSI,ECON,ARTS",2021,245,"Corporate Image,Customer Motives,Marketing Mix,Suki Restaurant",ar,1,40
2-s2.0-85123985162,"SOCI,BUSI,ECON,ARTS",2021,151,"Business performance,Business strategy emphasis,Cross-cultural competence,Eastern Special Economic Zone,Environmental Dimensions",ar,2,90
2-s2.0-85122159054,ENGI,2021,189,"Drop-off points,Extended theory of planned behavior (TPB),Factor analysis of mixed data (FAMD),Plastic waste separation,Productivity index",ar,4,37
2-s2.0-85120828437,"COMP,ENGI",2021,126,"Energy Storage System,Frequency Response Performance,Microgrid,Virtual Inertia",ar,0,25
2-s2.0-85113147817,BIOC,2021,171,"Chitosan nanoparticles,Clove essential oil,Semi-solid hydrogel,Turmeric essential oil,Wound dressing",ar,9,46
2-s2.0-85118760861,MEDI,2021,264,"COVID-19,hospitals,SARS-CoV-2,seroepidemiologic studies,Thailand",ar,6,23
2-s2.0-85111123129,"BUSI,ECON",2021,232,"Abnormal short selling,Jumps,Order imbalance,Realized volatility,Trading volume",ar,1,34
2-s2.0-85118782467,"CHEM,CENG,ENGI",2021,196,,ar,2,41
2-s2.0-85118763731,"MATE,ENER,CHEM",2021,227,,ar,0,47
2-s2.0-85118845316,IMMU,2021,211,"inflammation,lupus erythematosus,systemic,therapeutics",ar,2,50
2-s2.0-85119833397,"CHEM,CENG",2021,222,,ar,1,40
2-s2.0-85118729635,"IMMU,MEDI",2021,339,"antibiofilm activity,biofilms,Candida tropicalis,infectious synergism,Staphylococcus epidermidis",ar,9,78
2-s2.0-85116601164,"PHYS,MATH",2021,161,"Boltzmann-Gibbs ensemble,Graph diameter,Graph transitivity,Random geometry,Triangulations",ar,3,56
2-s2.0-85118655546,"IMMU,MEDI",2021,286,"alternative sigma L,bile,Listeria monocytogenes,negative regulator,RNA-seq,stress",ar,1,48
2-s2.0-85118645392,"MEDI,IMMU",2021,342,"calcium oxalate,cellular senescence,kidney calculi,nephrolithiasis,oxalates,oxidative stress,urine",ar,5,48
2-s2.0-85118607886,VETE,2021,361,"cardiac time intervals,dogs,electrocardiography,MMVD,myocardial performance index,phonocardiography,systolic performance index,Tei index",ar,2,58
2-s2.0-85116945019,PHYS,2021,106,"gravitational dynamics,integrable motion,multiscale analysis,quantum chaos theory,resonant bounded domains,symmetry-based selection rules,weak turbulence",re,9,148
2-s2.0-85119486748,ENER,2021,156,"Amberlyst-15,H-beta,Isosorbide,Purolite CT269,Sulfuric acid catalyst",ar,1,16
2-s2.0-85118746586,MEDI,2021,261,"dental specialties,dentistry,dentists,oral health,oral health models,patients,questionnaires,Slovenia,surveys,World Health Organization",re,1,31
2-s2.0-85118492991,PHYS,2021,208,"CFL EoS,Charged star",ar,0,75
2-s2.0-85119889841,"CHEM,CENG",2021,164,,ar,9,39
2-s2.0-85118342524,"IMMU,MEDI",2021,304,"comparative genomic analysis,dogs,Leptospira weilii serogroup Mini,missense mutation,plasmid",ar,0,85
2-s2.0-85119493383,MEDI,2021,231,"16S rRNA,DAAs,gut microbiota,HCV,HIV,SVR",ar,2,46
2-s2.0-85118314485,"BIOC,MEDI",2021,237,"continuous glucose monitoring,exercise,obesity,postprandial glycemia,sensor accuracy",ar,4,50
2-s2.0-85118311286,AGRI,2021,198,"genomics,metabolomics,omics,proteomics,rice,stress,transcriptomics",re,9,392
2-s2.0-85118202561,"PHYS,ENGI",2021,185,"biomarkers,Diabetes,finite element method,optical sensor,volatile organic compounds",ar,30,38
2-s2.0-85117384873,PHYS,2021,125,,ar,7,54
2-s2.0-85114146104,PHAR,2021,215,"Brain-derived neurotrophic factor,Memory impairment,Methamphetamine,Prenatal,Synapsin-1,Synaptogenesis",ar,4,37
2-s2.0-85109741376,ENVI,2021,203,"Antibiotic resistance genes,Antibiotic resistant bacteria,Antibiotics,Ferrate(VI) treatment,Shrimp aquaculture",ar,26,72
2-s2.0-85108195876,ENVI,2021,289,"Antibiotics,Aquatic environment,Pig farm,Resistance,Sea",ar,14,56
2-s2.0-85107978756,"MATE,PHYS,ENGI",2021,107,"c-ZrO2(111), t-ZrO2(101), m-ZrO2 (111) surfaces,DFT,H2 adsorption,Hydrogen storage and sensing",ar,11,21
2-s2.0-85119189006,COMP,2021,249,"Classification,Imbalanced problem,Mass ratio variance score,Oversampling,Undersampling",cp,2,24
2-s2.0-85118293327,"IMMU,MEDI",2021,0,"antibiotic resistance,food safety,foodborne pathogens,public health,stress tolerance",ed,0,4
2-s2.0-85118265948,VETE,2021,209,"Anatrichosomaspp,cat,molecular investigation,pododermatitis,Thailand",ar,0,25
2-s2.0-85118199533,AGRI,2021,208,"Freshwater mussels,Indochina,Multi-locus phylogeny,New taxa,Time-calibrated phylogeny",ar,7,64
2-s2.0-85114623649,"ENER,PHYS",2021,160,"Compressed air energy storage,Energy management,Hybrid system design,Molten carbonate fuel cell,Solid oxide fuel cell",ar,16,47
2-s2.0-85117119125,"MEDI,IMMU,BIOC,PHAR",2021,282,"CTLA-4 antigen,immunotherapy,programmed cell death 1 receptor",ar,66,33
2-s2.0-85115344385,"BIOC,IMMU,VETE,MEDI",2021,223,"Adolescents,Children,Rubella,Seroprevalence,Thai",ar,2,17
2-s2.0-85115216237,"CENG,MATE,CHEM",2021,191,"electrocatalytic hydrogen production,metal-ligand coordination,metallopolymeric nanoassemblies,postpolymerization modification,self-assembly polymer,water-soluble polymer",ar,2,61
2-s2.0-85105991675,"ENER,BUSI",2021,207,"Bangladeshi apparel industry,Cross-sector collaboration,Female workers,Gender-focused sustainability,Nonprofit boundary work",ar,1,77
2-s2.0-85119036528,"NEUR,BIOC,IMMU,AGRI",2021,108,"Cytospin,Differential centrifugation,Isolation,Microvesicles,Neutrophils",ar,1,11
2-s2.0-85116624627,"CHEM,CENG",2021,153,,ar,15,61
2-s2.0-85114053480,"ENVI,CENG,MATE,ENER",2021,149,"cobalt,hydrodeoxygenation,polyethylene terephthalate,terephthalic acid,titanium dioxide",ar,18,87
2-s2.0-85113809701,"MATE,PHYS,ENGI",2021,196,"Deformation mechanism,Heat treatment,Heterogeneous microstructure,Selective laser melting,Titanium–Nitrogen",ar,5,56
2-s2.0-85109408418,"PHYS,CHEM,CENG",2021,263,"Co-solvent,Colorimetric sensors,Morphology,Polydiacetylene,Self-assembly",ar,7,76
2-s2.0-85110265287,"ENGI,MATE",2021,128,"Crack closing,Microbially induced calcium carbonate precipitation (MICP),Microencapsulated bacterial spore,Self-healing concrete,Vegetative cells",ar,33,34
2-s2.0-85142118793,MEDI,2021,253,"clinical outcome,Crohn's disease,health-related quality of life,inflammatory bowel disease,ulcerative colitis",ar,0,36
2-s2.0-85132914554,MEDI,2021,103,"Calciphylaxis,outcome,sodium thiosulfate",ar,0,13
2-s2.0-85132166416,ENVI,2021,176,"City characteristics,Rural city,Tailored-wastewater management,Tourism city,Urbanized city,Willingness to pay (WTP)",ar,0,25
2-s2.0-85132163592,ENVI,2021,210,"Electronic product,Green industry,SEM,Small and medium enterprises,SMEs,Structural equation model",ar,1,39
2-s2.0-85130274831,NURS,2021,261,"Decline,Fatigue,Functional status,Illness perception,Liver cirrhosis,Meta-analysis,Systematic review",ar,0,45
2-s2.0-85129485225,MATE,2021,150,,ar,1,95
2-s2.0-85127482713,SOCI,2021,135,"community health program,e-waste,global environmental health,health education,sustainable",re,0,24
2-s2.0-85125302743,"HEAL,PHAR",2021,294,"Employee turnover,Intention,Pharmacist,Pharmacy",ar,3,45
2-s2.0-85125127840,MEDI,2021,311,"Coronary angioplasty,Nationwide registry,Percutaneous coronary intervention,Real-world,Thailand",ar,6,15
2-s2.0-85122707686,"CHEM,MATE",2021,123,"Acrylonitrile butadiene rubber,Filler,Graphitic carbon nitride,Mechanical properties,Thermal aging",ar,1,26
2-s2.0-85122577756,ENGI,2021,167,"Aquifer permeability,Cbm,Leakage factor,Reservoir characterization,Water influx",ar,0,10
2-s2.0-85122057671,"MEDI,SOCI,NURS",2021,318,,ar,0,33
2-s2.0-85122019690,"MEDI,SOCI",2021,351,"Electronic medical records,Mobile applications,Mobile phone,Orthopedics,Physician-to-physician consultation,Remote consultation,Teleconsultation,Usability",ar,4,57
2-s2.0-85121111240,"ENVI,CENG,EART,ENER,ENGI,COMP",2021,168,"Elastic buckling,Finite element method,Power method,Projected gradient descent,Shape optimization",ar,0,27
2-s2.0-85120893623,MULT,2021,250,"6 Hydroxydopamine,Ashwagandha,Neuroprotection,Parkinson's Disease,Peroxidase Activity,Peroxiredoxin,Protein Glutathionylation,Sh Sy5y,Thioltransferase Activity,Vgf,Vimentin",ar,5,49
2-s2.0-85120869557,MULT,2021,376,"Asian tiger mosquito,Bacterial community,Culturable bacteria,Host-parasite interaction,Midgut epithelial surface,Pathogen infection",ar,8,51
2-s2.0-85120661416,DENT,2021,221,,ar,0,39
2-s2.0-85120379135,MEDI,2021,40,"argon plasma coagulation,diverting colostomy,gastrointestinal hemorrhage,radiation proctitis,rectal irrigation",ar,0,12
2-s2.0-85120085411,BIOC,2021,274,"juvenile-onset,lupus erythematosus, systemic,osteoporosis,steroids,Thai",ar,0,27
2-s2.0-85118970502,MULT,2021,156,"Bile salt hydrolase,Cholesterol-lowering activity,Functional characteristics,Lactic acid bacteria,Probiotics",ar,1,30
2-s2.0-85118633780,"PHYS,MATH",2021,211,"Detector modelling and simulations II (electric fields, charge transport, multiplication and induction, pulse formation, electron emission, etc),Neutrino detectors",ar,1,18
2-s2.0-85118614616,ENGI,2021,161,"Azeotropic mixture,Extractive distillation,Glycerol,Optimization,Response surface methodology",ar,1,18
2-s2.0-85118490778,"BIOC,COMP",2021,244,"Cox model,empirical Bayes variable selection,gene regulatory network,high-dimensional data,iterated conditional modes/medians,Survival analysis",ar,2,44
2-s2.0-85118439141,PHYS,2021,164,"Hadron-Hadron scattering (experiments),Jets",ar,3,76
