eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85048664973,"CENG,CHEM",2018,162,"Hydrotalcite,Indium,Propane dehydrogenation,PtIn bimetallic catalyst,XPS",ar,18,42
2-s2.0-85048252864,"IMMU,AGRI,BIOC,MEDI",2018,238,"Full-length genome,Pigs,Senecavirus A,Thailand",ar,23,44
2-s2.0-85048179306,AGRI,2018,91,"Extremophiles,Halophilic Fungi,Hypersaline habitats,Penicillium imranianum",ar,8,15
2-s2.0-85048162860,"BIOC,AGRI",2018,325,"Coconut water,Inactivation kinetics,Shelf life,Ultraviolet radiation",ar,30,38
2-s2.0-85047660964,"CENG,CHEM",2018,253,"Ammonia migration,Hydrogen spillover,Lewis acid transformation,Non-reducible oxides,Reducible oxides",ar,11,26
2-s2.0-85047113263,"MATE,PHYS,ENGI",2018,203,"Microfluidics,Nanoparticles,Nanoporous silver microstructures,SERS,Thiocyanate",ar,33,41
2-s2.0-85046530585,"NEUR,PHAR",2018,257,"Bipolar disorder,Generalized anxiety disorder,Immune,Inflammation,Major depressive disorder,Oxidative and nitrosative stress",ar,36,136
2-s2.0-85046428478,MEDI,2018,249,"Epidemiology,obsessive-compulsive related disorders,psychiatry,quality of life,skin picking disorder",ar,39,45
2-s2.0-85046030343,"VETE,AGRI",2018,262,"HP-PRRSV,Modified live vaccine,Pigs,PrimePac™",ar,11,33
2-s2.0-85046007648,ENER,2018,173,"Acidic oil feedstock,Bi-functional catalyst,Esterification,Fatty acid methyl ester (FAME),Transesterification",ar,23,38
2-s2.0-85045554892,"EART,AGRI,ENGI",2018,200,"Acid volatile sulphide,Geostatistical analysis,Gulf of Thailand,Sediment,Spatial estimation",ar,1,43
2-s2.0-85044354013,"COMP,ENGI",2018,211,"Energy minimization,Markov random fields,QPBO,Stereo vision",ar,1,32
2-s2.0-85044348543,"CENG,CHEM",2018,136,"Eley–Rideal,LSCF,Nanoparticles,Nitrous oxide decomposition,Sonochemical synthesis",ar,5,49
2-s2.0-85041125789,ENVI,2018,192,"Dynamic adsorption,Endocrine disrupting chemicals,Microfiltration membrane,Organic membrane fouling,Thomas’ model",ar,10,32
2-s2.0-85039550392,ENVI,2018,166,"Electrospinning,Electrospraying,Nanocomposites,Photocatalysis,TiO2",ar,23,30
2-s2.0-85033368103,MATH,2018,167,"Abelian codes,Complementary dual codes,Group algebras,Local group algebras",ar,9,26
2-s2.0-85021350022,"CENG,CHEM,MATE",2018,197,"bovine serum albumin,MC3T3-E1,polycaprolactone,protein adsorption,surface topology",ar,30,27
2-s2.0-85020257587,"PHYS,ENGI",2018,138,"Leak,Rarefied gas,Slip-flow,Vacuum",ar,4,12
2-s2.0-85019564217,"ENGI,ENER,PHYS",2018,172,"Energy,Intermediate chemical,Lignocellulosic material,Process variables,Solid fuel",ar,70,59
2-s2.0-85017422433,"ENVI,ENER",2018,159,"Ionic liquid,Lignocellulosic biomass,Napier grass,Pretreatment,RSM",ar,7,43
2-s2.0-84957541768,"COMP,ENGI",2018,125,"Car sequencing problem,Pareto optimum,Two-sided assembly line",ar,16,51
2-s2.0-85056283210,ENGI,2018,166,"Bismuth,Forging,Lapping plate,Permanent mold casting,Recrystallization,Tin",ar,2,31
2-s2.0-85056270686,ENGI,2018,185,"Degradation,Pathway,Photocatalysis,Surface dependence",ar,2,30
2-s2.0-85056255685,ENGI,2018,158,"Skidpad test,Step steering response,Tire suspension steering hardware in the loop simulations,Vehicle dynamics",ar,2,25
2-s2.0-85062587239,MEDI,2018,247,"emergency physician,generation,perception,professionalism,quantitative cultural consensus",ar,10,
2-s2.0-85053637584,"CHEM,BIOC,PHAR,MEDI",2018,80,,ar,30,46
2-s2.0-85054090269,"BIOC,IMMU,MEDI",2018,350,"Asia,CD4/CD8 ratio,Immune restoration,Long-term virological suppression,Non-AIDS events",ar,39,26
2-s2.0-85055862909,"COMP,SOCI",2018,113,"IT helpdesk,microservices,process improvement,scalability",cp,6,7
2-s2.0-85055862684,"COMP,SOCI",2018,190,"hybrid encryption,multi-factor authentication,near field communication,network security,smartphone",cp,3,13
2-s2.0-85054006461,"PHYS,MATH",2018,147,,ar,13,37
2-s2.0-85055071704,"MEDI,IMMU",2018,169,"Invertebrates,MicroRNA,Penaeus monodon,Prophenoloxidase,Viral infection",ar,19,34
2-s2.0-85054019175,MULT,2018,198,"Axon,CAMSAP,Microtubule,Neuronal polarity,αTAT1",ar,44,39
2-s2.0-85052290827,CENG,2018,265,"Deoxygenation,Oxygen vacancies,Pd/TiO2,Renewable diesel,SMSI",ar,43,60
2-s2.0-85061346445,MEDI,2018,129,"entecavir,HBeAg negative hepatitis B virus infection,nucleos(t)ide discontinuation,tenofovir,Virological relapse",ar,26,13
2-s2.0-85031894420,"CHEM,CENG,MATE",2018,104,"Drug delivery,electrical potential,ionic drug,natural rubber,plasticizer",ar,6,61
2-s2.0-85052316786,"CENG,ENER",2018,173,,ar,16,62
2-s2.0-85048511029,"PHYS,CHEM,CENG",2018,200,"Alkyl length,Color-transition,Hydrogen bonding,Molecular packing,Polydiacetylene,Self-assembling",ar,41,55
2-s2.0-85054987287,"CHEM,MATE,ENGI",2018,147,,cp,0,17
2-s2.0-85054036077,PHYS,2018,175,,ar,229,87
2-s2.0-85053871016,VETE,2018,201,"DNA marker,Dystroglycan 1 gene,Inter simple sequence repeat,Patellar luxation,Single-nucleotide polymorphism",ar,1,19
2-s2.0-85052968257,"BIOC,IMMU,MEDI",2018,184,"Bovine herpesvirus 1 (BoHV-1),microRNA,Transfection,Virus replication",ar,2,50
2-s2.0-85051248196,"BIOC,PHYS,CHEM",2018,229,"Curved graphene,Graphene quantum dots,HOMO-LUMO gap,Ripple graphene",ar,3,50
2-s2.0-85049426244,EART,2018,246,"Basalt,Corundum,Pressure-temperature equilibration,Thailand,Thermobarometry,Xenolith",ar,12,36
2-s2.0-85049352779,"ENVI,ENGI",2018,143,"Failure mechanism,Finite element analysis,Mesh refinement,Misalignment,Suction anchor,Undrained capacity",no,0,25
2-s2.0-85049347430,"MATE,PHYS",2018,107,"DFT,NBO charge,Sc–and non–doped ZnO sodalite like cage,Small gases adsorption",ar,4,33
2-s2.0-85047160029,"PHYS,MATH",2018,114,"Coarse-grained model,Monte Carlo simulation,Protein folding,Thermal response,Transmembrane protein CorA",ar,4,25
2-s2.0-85047143481,PHAR,2018,266,"Chemical genetics,Colorectal cancer,Ethnomedicinal plants,Synthetic lethality,Yeast",ar,1,148
2-s2.0-85046714400,"AGRI,ENVI,EART",2018,282,"Canopy transpiration,Evapotranspiration,Growing season,Pinus,Precipitation,Water balance",ar,15,83
2-s2.0-85053464931,EART,2018,205,,ar,65,270
2-s2.0-85053353970,MEDI,2018,220,"Delta-like ligand 4,Hepatocellular carcinoma,HepG2.2.15,Notch signalling",ar,7,51
2-s2.0-85052054378,"ENER,PHYS",2018,192,"Hydrogen,Reforming,Sewage sludge,Supercritical water gasification,Thermodynamic",ar,50,46
2-s2.0-85051645134,"ENER,PHYS",2018,206,"CO2 removal process,Glycerol,Pressurized,Reforming,Solid oxide fuel cell,Supercritical water",ar,15,36
2-s2.0-85053256200,MEDI,2018,259,"Cefepime,Continuous renal replacement therapy,Critically ill patients,Dosing,Pharmacodynamics,Pharmacokinetics",ar,21,35
2-s2.0-85054858889,COMP,2018,125,"binary extension field,bit-parallel multiplier,Gaussian normal basis",cp,0,12
2-s2.0-85054843179,COMP,2018,107,"component,Deutsch-Jozsa's algorithm,Grover's algorithm,quantum algorithm,quantum counting,quantum searching",cp,7,13
2-s2.0-85054832573,COMP,2018,169,"error detection and correction code,redundant residue number system (RRNS),residue number system (RNS)",cp,15,11
2-s2.0-85054789153,COMP,2018,78,"compact genetic algorithms,parallel genetic algorithm,parallelization of the evolutionary algorithm",cp,0,13
2-s2.0-85054534174,PHYS,2018,145,,ar,24,43
2-s2.0-85053335454,MATE,2018,161,"information storage,Magneto-electronics,recording head,tunneling magnetoresistive",ar,2,15
2-s2.0-85053316158,"ENVI,MEDI",2018,216,"Escherichia coli,Estuarine water,Fecal coliforms,Oyster,Salmonella,Shigella,Vibrio parahaemolyticus",ar,16,50
2-s2.0-85053142473,BIOC,2018,191,"Acetaminophen,Health knowledge, attitudes, practice,Paracetamol,Self medication",ar,5,40
2-s2.0-85052249047,PHYS,2018,88,,ar,2,23
2-s2.0-85045564648,EART,2018,271,"Boulders,Rock coasts,Thailand,Typhoons",ar,12,59
2-s2.0-85052957177,BIOC,2018,159,,ar,5,48
2-s2.0-85047075497,"BIOC,PHAR",2018,202,"bacteriophage,DNA,gastrointestinal tract,gene,nanocarrier,thermoresponsive",ar,18,49
2-s2.0-85057768529,COMP,2018,234,"Deep learning,Named-Entity Recognition,Natural Language Processing,Out-Of-Vocab(OOV),Part-of-Speech tagging,Tokenization",cp,9,12
2-s2.0-85057759345,COMP,2018,257,"Classification,Online emerging topics detection,Random forest,Stock indicator",cp,4,13
2-s2.0-85057751550,COMP,2018,195,"Deep convolutional neural network,Landsat-8,Medium-resolution satellite image,Remote sensing,Semantic segmentation",cp,10,16
2-s2.0-85057745826,COMP,2018,193,"Deep Learning,Hierarchical Multi-Label Classification,Text Categorization",cp,0,13
2-s2.0-85057744305,COMP,2018,171,"Algorithmic music composition,Computer generated music,Jazz music composition,Long Short-Term Memory,Machine learning,Recurrent neural networks,Rock music composition,Rule-based algorithm",cp,6,29
2-s2.0-85057737738,COMP,2018,130,"Eucalyptus log,Image processing,Image segmentation,Log counting,Log detection,Machine learning,Machine vision",cp,6,13
2-s2.0-85057736514,COMP,2018,158,,cp,0,22
2-s2.0-85057726655,COMP,2018,156,"Combinatorial optimization,Evolutionary programming,Genetic algorithm,Genetic programming",cp,0,10
2-s2.0-85057714249,COMP,2018,113,"EEG,In the ear EEG,Low-cost EEG device,Wearable EEG",cp,3,28
2-s2.0-85057616442,"COMP,ENGI",2018,125,"Driver,Object-Oriented,Sequence Diagram,Software Testing,Stub",cp,2,7
2-s2.0-85047800821,ENVI,2018,205,"Bacterial consortium,Biodegradation,Next generation sequencing (NGS),Oil spill,Polycyclic aromatic hydrocarbons",ar,83,65
2-s2.0-85054163150,MEDI,2018,289,"25-hydroxyvitamin D level,early postmenopausal women,ergocalciferol,muscle cross-sectional area,muscle mass,muscle strength,Vitamin D2",ar,13,42
2-s2.0-85052729319,BIOC,2018,212,"Epidemiology,Hepatitis A,Medical student,Vaccination record,Vaccine",ar,3,13
2-s2.0-85015168691,"ENVI,EART,AGRI",2018,160,"Rate effect factor,Stress wave theory,Time delay,Unloading point method,Velocity",ar,2,18
2-s2.0-85056873187,SOCI,2018,173,"education,Health,population ageing,projections,Thailand",ar,13,41
2-s2.0-85053292063,BIOC,2018,120,"5-methylcytosine,circular dichroism,NMR,Z-DNA,Z-DNA binding protein",ar,2,28
2-s2.0-85052102647,"MEDI,NEUR",2018,238,"Glaucoma,glaucoma imaging,ocular perfusion,optical coherence tomography,optical coherence tomography angiography",re,23,109
2-s2.0-85048929508,"CENG,COMP",2018,133,"Biorefinery,Kraft lignin,Process design,Process intensification,Vanillin production",ar,22,32
2-s2.0-85046407799,"MATE,PHYS,ENGI",2018,122,"electromagnetic exposure,handheld transmitters,Radio frequency radiation,specific absorption rate",ar,0,30
2-s2.0-85090523674,"VETE,AGRI",2018,104,"Biological hazard,Common marmoset,One Health,Periodic examination,Pre-placement examination",re,0,33
2-s2.0-85090523272,"VETE,AGRI",2018,166,"Bats,Emerging infectious diseases,Viral zoonotic disease",re,1,51
2-s2.0-85078763285,EART,2018,0,,ar,0,
2-s2.0-85070715145,"PHAR,ENVI",2018,339,"Cyanide,Fertilizer,Gold mining,Phytoremediation,Tailing",ar,0,19
2-s2.0-85068896088,MULT,2018,242,,ar,11,78
2-s2.0-85063599062,"ENVI,CHEM",2018,244,"Bioavailable,Daily exposure,Human digestive system,Market-based study,Probabilistic risk",ar,15,43
2-s2.0-85060848599,ENGI,2018,122,"Dependency type validation,Ontology,OWL,Precedence diagram method (PDM),SWRL",ar,0,29
2-s2.0-85059501340,MEDI,2018,258,,ar,17,18
2-s2.0-85059319683,MEDI,2018,196,,ar,6,23
2-s2.0-85059094534,ENVI,2018,249,"Abatement cost,Emission intensity,Fossil fuel power plant,Primary air pollutant",ar,0,28
2-s2.0-85058717573,MULT,2018,233,"Fish health,Gulf of Thailand,Histopathology,Short mackerel",ar,9,42
2-s2.0-85058694052,MULT,2018,112,"Death rate,Malaria,Probability",ar,0,30
2-s2.0-85058636959,"MATE,CHEM,PHYS,COMP",2018,141,,ar,1,15
2-s2.0-85057520893,MEDI,2018,108,"Endoscopist,Thai Association of Gastrointestinal Endoscopy,Thailand Siriraj",ar,0,7
2-s2.0-85056591683,MEDI,2018,218,"Radio-photoluminescent glass dosimeter (RPLGD),Scrotal dose,Testicular shielding",ar,4,15
2-s2.0-85056590125,EART,2018,205,"Calcite-structure carbonates,Crystal structure,Low-and high-temperature X-ray diffraction,Thermal expansion",ar,9,44
2-s2.0-85056428911,"CHEM,MATH,MATE,BIOC,PHYS",2018,86,"Covering unit arcs,Worm problem",ar,0,8
2-s2.0-85056398441,"CHEM,MATH,MATE,BIOC,PHYS",2018,240,"Jasminum,Leaf measurement,Microscopic characteristics,Rapd fingerprint",ar,1,31
2-s2.0-85056373990,"CHEM,MATH,MATE,BIOC,PHYS",2018,198,"Carrier-mediated transport,High performance liquid chromatography-mass spectrometry,High polarity herbicide,Hollow-fiber microextraction,Hydrophilic interaction liquid chromatography,Quaternary nitrogen herbicide",ar,3,26
2-s2.0-85056334026,"VETE,AGRI",2018,323,"Felids,Kiss1,Kiss1R",ar,21,42
2-s2.0-85056322410,"CHEM,MATH,MATE,BIOC,PHYS",2018,125,"Dialkyloxycoumarin,Dimerization,Monoalkyloxycoumarin,Substitution effect",ar,0,29
2-s2.0-85055697737,"ENVI,ENGI",2018,137,"Constructed wetlands,Cyperus alternifolius,Domestic sewage,Greenhouse gas emission,Plant harvesting",ar,0,35
2-s2.0-85055214670,VETE,2018,207,"Gene-targeted sequencing (GTS) assay,Mgc2 gene,Mycoplasma gallisepticum,Random amplified polymorphic DNA (RAPD) assay,Thailand",ar,1,20
2-s2.0-85055208680,"SOCI,ARTS",2018,160,"Art education,Philosophy of art education,Reflective sketchbook journal,Reflective writing,Self-learning,Sketchbook journal",ar,4,22
2-s2.0-85055203305,VETE,2018,262,"Cardiac troponin I,CoQ10,Dog,Heart rate variability,Myxomatous degenerative mitral valve disease",ar,3,42
2-s2.0-85055200082,VETE,2018,255,"Canine,Mammary glands,PPARα,PPARγ,Tumors",ar,0,36
2-s2.0-85055199294,VETE,2018,0,,re,0,2
2-s2.0-85055196203,VETE,2018,208,"Diagnosis,Dogs,Heart,Pulmonary hypertension,Radiography",ar,0,10
2-s2.0-85055194236,VETE,2018,257,"Canine cognitive dysfunction syndrome,Prevalence,Risk factors,Thailand",ar,1,29
2-s2.0-85055188449,VETE,2018,225,"-Methyldihydrotestosterone,17 α,Gonadal development,Male-monosex,MDHT,Tilapia fry",ar,3,46
2-s2.0-85055171153,VETE,2018,230,"Cardiovascular function,Dog,Exercise training,Myxomatous mitral valve disease,Physical capacity",ar,1,30
2-s2.0-85055169134,VETE,2018,0,,ar,0,3
2-s2.0-85055167509,VETE,2018,279,"Classical swine fever,Enzyme-linked immunosorbent assay,Neutralizing peroxidase-linked assay,Oral fluid,Swine",ar,0,32
2-s2.0-85055157424,VETE,2018,258,"E-cadherin,Estrous cycle,Oviduct,Sperm reservoir,Swamp buffalo,Uterus",ar,1,45
2-s2.0-85055149157,VETE,2018,203,"Nile tilapia fry,Streptococcal infection,Sulfadimethoxine-ormetoprim",ar,4,25
2-s2.0-85055148645,VETE,2018,249,"Dog,Heart rate variability,Ivabradine,Mitral valve degeneration",ar,1,32
2-s2.0-85055145038,VETE,2018,174,"Avian,Buccal Swab,Cloacal Swab,Feces,Sexing",ar,3,28
2-s2.0-85055076097,MEDI,2018,164,"pulmonary tuberculosis,sputum AFB smear,tertiary care hospital,Thailand,time to get correct diagnosis,Xpert MTB/RIF",ar,3,20
2-s2.0-85054701052,"HEAL,DENT,MEDI",2018,213,"Alveolar Process,Cone-Beam Computed Tomography",ar,4,30
2-s2.0-85054700094,"IMMU,BIOC",2018,267,"Melanization,Penaeus monodon,Prophenoloxidase,Shrimp immunity,White spot syndrome virus",ar,18,45
2-s2.0-85054590025,ENVI,2018,201,"Cosurfactant,Engine test,Exhaust emissions,Microemulsion biofuel,Palm oil",ar,26,31
2-s2.0-85054193886,PHYS,2018,162,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Particle and resonance production",ar,38,90
2-s2.0-85053928588,"ENGI,PHYS",2018,204,,ar,39,87
2-s2.0-85053923328,"BIOC,MEDI",2018,231,"BLAST,database,IMCD,kidney",ar,0,23
2-s2.0-85053919197,"IMMU,AGRI",2018,223,"Actinomycete,Pseudonocardia,Pseudonocardiaceae,Taxonomy",ar,4,51
2-s2.0-85053893317,"IMMU,AGRI",2018,206,"Actinomadura rhizosphaerae,Actinomycetes,Polyphasic taxonomy,Rhizosphere soil",ar,6,32
2-s2.0-85053815915,MEDI,2018,176,,ar,22,57
2-s2.0-85053754566,MEDI,2018,284,"Acute respiratory failure,postextubation,reintubation,targeted-volume non-invasive ventilation",ar,8,33
2-s2.0-85053662303,PHYS,2018,192,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Particle and resonance production",ar,29,58
2-s2.0-85053433287,PHYS,2018,200,"Hadron-Hadron scattering (experiments),Supersymmetry",ar,20,60
2-s2.0-85053420172,MEDI,2018,0,,le,8,7
2-s2.0-85053262561,PHYS,2018,215,"Dark matter,Hadron-Hadron scattering (experiments)",ar,29,74
2-s2.0-85053161886,"IMMU,PHAR,MEDI",2018,182,"antimicrobial resistance,Escherichia coli,extended-spectrum beta-lactamese-producing Escherichia coli,longitudinal study,pig production,pork",ar,26,37
2-s2.0-85053133380,"BIOC,AGRI,MULT",2018,190,,ar,3,44
2-s2.0-85053123237,"NEUR,MEDI",2018,353,,ar,12,23
2-s2.0-85053113363,"IMMU,PHAR,MEDI",2018,278,"Carba NP test,CRE,mCIM,OXA-181,OXA-232",ar,47,33
2-s2.0-85053005504,PHYS,2018,242,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Higgs physics,Tau Physics",ar,124,113
2-s2.0-85052998272,MEDI,2018,0,,le,0,2
2-s2.0-85052968790,EART,2018,256,"borehole,Danakil,Ethiopia,evaporite,rifting,seismology",ar,22,74
2-s2.0-85052958715,"ENGI,PHYS",2018,134,,ar,23,18
2-s2.0-85052810735,"AGRI,BIOC",2018,225,"adaptation,enterotoxins,host specificity,Ophiocordyceps,positive selection",ar,14,120
2-s2.0-85052741118,"ENGI,PHYS",2018,150,,ar,49,84
2-s2.0-85052737316,"NEUR,MEDI",2018,0,,le,1,2
2-s2.0-85052730497,"ENGI,PHYS",2018,119,,ar,7,102
2-s2.0-85052645887,MEDI,2018,0,,le,7,10
2-s2.0-85052633547,AGRI,2018,252,"captive breeding,extinct,heterozygosity,microsatellite DNA,reintroduction",ar,3,37
2-s2.0-85052628288,"ENGI,PHYS",2018,103,,ar,16,55
2-s2.0-85052621603,"ENGI,PHYS",2018,120,,ar,73,53
2-s2.0-85052619439,AGRI,2018,178,"multiple nipples,short tandem repeats,Thailand",ar,3,28
2-s2.0-85052604350,MEDI,2018,273,"bronchiectasis,chronic rhinosinusitis,endoscopic sinus surgery,pulmonary function test,SNOT-22",ar,10,24
2-s2.0-85052592971,ENGI,2018,127,"5G,Multiple input multiple output,Space time block code,Sparse code multiple access",ar,3,9
2-s2.0-85052587184,"CENG,CHEM",2018,223,"12-tungstophosphoric acid,Acid catalyst,Amino-functionalized SBA-15,Esterification,Glycerol",ar,14,39
2-s2.0-85052317404,MATE,2018,203,"electrospinning,gelatin,lipopeptide biosurfactant,nanofibers,wound healing and covering materials",ar,8,32
2-s2.0-85051923609,"MEDI,NEUR",2018,276,"cold medicine,human leucocyte antigen,severe ocular complications,Stevens-Johnson syndrome",ar,31,25
2-s2.0-85051815677,MEDI,2018,0,"allergic contact dermatitis,case report,propolis,pseudoangioedema,traditional remedy",ar,6,7
2-s2.0-85051775907,MEDI,2018,0,,le,0,5
2-s2.0-85051446010,"BIOC,CHEM",2018,159,"Electron capture dissociation,Electrospray ionization,Metal binding,Native mass spectrometry,Protein-ligand complex,Top-down mass spectrometry,α-Synuclein",ar,53,84
2-s2.0-85051263294,MEDI,2018,263,,ar,9,52
2-s2.0-85051208796,"BIOC,IMMU",2018,175,"Intracellular lipids,Oily yeast,Oleaginous yeast,Pseudozyma tsukubaensis,Triglyceride",ar,13,83
2-s2.0-85051060621,COMP,2018,300,"Data transformation,Feature selection,Learning,Outlier detection,Prior phase effort,Re-estimating software effort",ar,4,53
2-s2.0-85051029248,PHAR,2018,210,"Antiseptic,Lactic acid,Rice,Teat skin",ar,11,40
2-s2.0-85050993973,MATE,2018,141,"CuO,Photocatalyst,Rhodamine b,Self-assembly",ar,24,25
2-s2.0-85050864383,"BIOC,CENG,IMMU,PHAR",2018,169,"Epitope,Fimbriae,Proteus mirabilis,Urinary tract infection,Vaccine",ar,11,65
2-s2.0-85050515744,PHYS,2018,114,,ar,3,30
2-s2.0-85050515266,"MEDI,IMMU",2018,267,"Allergen,Fluorescence enzyme assay,Immunoblotting assay,Skin prick test,Specific IgE assay",ar,12,14
2-s2.0-85050458798,IMMU,2018,193,"collagenase,metal chelating,mycosporine-2-glycine,mycosporine-like amino acid,protein cross-linking",ar,28,23
2-s2.0-85050377983,DECI,2018,246,"Data stream clustering,Elliptic-micro-cluster,One-pass learning",ar,5,32
2-s2.0-85050363033,"SOCI,ARTS",2018,257,"Elderly,Labour participation,Lifestyle,Multivariate probit,Social participation,Thailand",ar,7,32
2-s2.0-85050293492,MEDI,2018,253,"Children,Genetics,Long QT syndrome,Mutation,Thailand",ar,3,24
2-s2.0-85049886929,ENVI,2018,228,"Activated carbon,Bioremediation,Chitosan beads,Diesel oil,Immobilization",ar,18,47
2-s2.0-85049869231,"SOCI,BIOC,NURS,MEDI",2018,253,"Cognitive function,Drivers,Physical function,Thailand,Traffic injury",ar,3,29
2-s2.0-85049849567,"MEDI,IMMU",2018,181,"Ancestry populations,Eosinophils,Geography,Histopathology,Nasal polyps,Rhinosinusitis",re,14,90
2-s2.0-85049736192,CHEM,2018,94,"Column switching,Dual parallel GC×GC,Higher dimensional separation,Hybrid GC×GC,Hybrid MDGC,Pressure tuning",re,11,56
2-s2.0-85049329853,ENER,2018,252,"CO2 capture,Energy analysis,Exergy analysis,Steam gasification",ar,55,53
2-s2.0-85049308452,"BIOC,MATE,COMP,ENGI",2018,227,"Dengue fever,Diagnostic device,Field testing,Lateral flow immunoassay,Malaria,Nested PCR",ar,9,28
2-s2.0-85048862940,ENER,2018,265,"Calcium oxide,Dolomite,Magnesium oxide,Mixed oxide,Transesterification",ar,29,51
2-s2.0-85048782263,"MEDI,NEUR",2018,200,"Anterior temporal lobectomy,Functional MRI,Memory reorganization,Neurocognitive function,Temporal lobe epilepsy",ar,10,25
2-s2.0-85048709924,"MATE,PHYS,CHEM",2018,213,"Molecular dynamics simulation,Subtractive proteomics,Yersinia enterocolitica",ar,10,120
2-s2.0-85048491406,ENER,2018,214,"Bio-syngas,Biomass,Fischer-Tropsch synthesis (FTS),FT-Oli,Isomerized hydrocarbon,Oligomerization",ar,10,53
2-s2.0-85048449329,MEDI,2018,296,"Overweight,Prevalence,Social-demographic factors and women,Underweight",ar,10,36
2-s2.0-85048422362,"IMMU,VETE,AGRI,MEDI",2018,253,"DNA in saliva,Leishmania,Sensitivity,Specificity,Thailand",ar,9,26
2-s2.0-85048387514,"CHEM,COMP,MATE",2018,119,"Binding free energy,Molecular dynamics simulation,Peptide nucleic acid,PNA-DNA,PNA-RNA",ar,3,37
2-s2.0-85048317219,"MEDI,IMMU",2018,275,"Adoptive immunotherapy,Anti-CD3/28 coated beads,CD4+ T lymphocytes,HIV-infected patients,in vitro cell expansion",ar,1,27
2-s2.0-85047905170,EART,2018,311,"Late Triassic foraminifera,Northern Laos,Sukhothai Zone,Tectonostratigraphy,“Tubiphytes”-microbial reefal limestone",ar,12,82
2-s2.0-85047790826,"MATE,PHYS,CHEM",2018,156,"Density-functional tight-binding,Genistein,Inclusion complex,Keto-enol tautomerization,Molecular dynamics simulation,Umbrella sampling,β-Cyclodextrin",ar,10,59
2-s2.0-85047652244,"BIOC,CENG,IMMU",2018,196,"Assay,D-phenylglycine aminotransferase,Enzyme,α-Ketogluratic acid",ar,3,23
2-s2.0-85047622204,ENER,2018,247,"Biomass,CO2 capture,HT-PEMFC,Life cycle assessment,Sorption-enhanced water gas shift reactor",ar,20,38
2-s2.0-85047557102,"IMMU,MEDI",2018,71,"Brain,Carotid artery,Meningitis,Pythiosis,Pythium insidiosum",ar,10,20
2-s2.0-85047244719,"ENVI,MATE",2018,257,"Deproteinized natural rubber,Iontophoresis,Plasticizer,Sulindac,Transdermal drug delivery",ar,7,30
2-s2.0-85047223840,AGRI,2018,246,"Chemical profile,Kwao Krua Kwao,Medium optimization,Pueraria mirifica,Single clones",ar,7,27
2-s2.0-85047157197,BIOC,2018,235,"Citrate,Hypocitraturia,Kidney stone,NaDC-1,Polymorphism,Urolithiasis",ar,3,20
2-s2.0-85046870902,"MEDI,DENT",2018,132,"Antibiotic prophylaxis,Dental implant,Orthognathic surgery,Wisdom teeth",re,7,85
2-s2.0-85046536996,"MEDI,SOCI",2018,248,"autosomal microsatellites,mitochondrial DNA,spatial genetic structure,Y-chromosome",ar,14,77
2-s2.0-85046140725,"BIOC,ENGI,MEDI",2018,244,"Anterior visual pathway,Dynamic contrast-enhanced MRI,Orbit,Perfusion MRI",ar,8,25
2-s2.0-85045150869,"MEDI,BIOC",2018,254,"Asia,Follicular variant of papillary thyroid carcinoma,NIFTP,Papillary thyroid carcinoma,Thyroid cancer",re,66,58
2-s2.0-85045119266,SOCI,2018,264,"Achievement,Factors,Football tournament management,Regional League Division 2",ar,1,28
2-s2.0-85045059978,"BIOC,COMP",2018,213,"Infrared,Noncontact measurement,Pulse rate,Pulse wave",ar,6,12
2-s2.0-85045043144,MEDI,2018,179,"immune thrombocytopenia,prednisolone,randomized trial,recurrence",ar,7,18
2-s2.0-85043774638,"ENER,ENGI,ENVI",2018,332,"CFD,Interfacial area transport equation,Interfacial force,Two-fluid model,V & V",ar,7,45
2-s2.0-85042535275,MEDI,2018,0,"Ki-67,Proliferation,Thyroid,Thyroid cancer,Thyroidectomy",le,4,5
2-s2.0-85041097046,"MEDI,BIOC",2018,147,"Bortezomib,Frontline,Mantle cell lymphoma,Phase 3",ar,14,24
2-s2.0-85040707959,"MEDI,BIOC",2018,208,"Anterior pituitary gland,Collagen,Diethylstilbestrol,Pericytes,Prolactinoma",ar,8,31
2-s2.0-85040249641,"CENG,MATE,ENGI,PHYS",2018,208,"Electrical conductivity,Ion-exchange,Sensing material,Sulfur dioxide,Zeolite",ar,10,50
2-s2.0-85034651409,"CHEM,PHYS,MATE",2018,170,"Conductive porous clay heterostructure,Ethylene scavenger,Modified MPPCHs,Organic–inorganic hybrid,Sensor",ar,10,36
2-s2.0-85029233477,MEDI,2018,297,"Facial palsy,Facial paralysis,Facial reanimation,Masseteric nerve,Nerve to masseter",ar,4,17
2-s2.0-85022071002,BIOC,2018,150,"Blood glucose,Bone mineral density,Diabetes mellitus,Diabetic osteopathy,Goto-Kakizaki rats",ar,8,51
2-s2.0-85053416459,"BIOC,MEDI",2018,182,"pharmacogenomics,severe cutaneous adverse reactions,SJS/TEN",re,19,119
2-s2.0-85052603257,BIOC,2018,247,,ar,31,93
2-s2.0-85051336924,"CHEM,CENG",2018,181,,ar,12,37
