eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85072674103,MEDI,2019,172,"beta-d-glucan,fungal endophthalmitis,fungal markers,P.insidiosum; fungal keratitis,pythiosis",re,21,24
2-s2.0-85072660717,MEDI,2019,57,"Azithromycin,Clarithromycin,Doxycycline,Vascular pythiosis,Voriconazole",ar,12,15
2-s2.0-85072580184,"ENER,EART",2019,145,"Bio-based surfactant,Gas hydrates,Methyl ester sulfonate,Morphology,Promoter,Solidified natural gas",ar,21,60
2-s2.0-85072532748,SOCI,2019,268,"Africa,Conjoint experiment,Informal settlement,Kenya,Land tenure security,Slum dwelling",ar,10,36
2-s2.0-85072380302,MATE,2019,172,"Ag2O-Ag,Cement,Cumene hydroperoxide,Photocatalytic activity,Visible light",ar,6,48
2-s2.0-85072257805,MEDI,2019,191,"dengue eye disease,dengue fever,foveolitis",ar,12,47
2-s2.0-85072177188,AGRI,2019,0,,ar,6,13
2-s2.0-85072156800,MEDI,2019,246,"acute ischemic stroke,Laos,telestroke,thrombolytic",ar,5,15
2-s2.0-85072063681,"ENGI,MATH",2019,256,"Euler-Bernoulli beam,Gurtin-Murdoch,nano-beams,nonlocal elasticity,size-dependency,surface stresses",ar,21,51
2-s2.0-85071932253,"MATE,PHYS,ENGI",2019,0,,ar,4,12
2-s2.0-85071773911,"PHYS,CHEM,MATE",2019,182,"Electromechanical properties,Hydrogel,Multi-walled carbon nanotube,Pullulan",ar,16,50
2-s2.0-85071743078,ENVI,2019,221,"Bioaugmentation,Decolorization,Dephenolization,Palm oil mill effluent,Phenol-degrading bacteria,Phytoremediation",ar,10,57
2-s2.0-85071601494,"CENG,MATE,BIOC,ENGI",2019,200,"Controlled release,HA hydrogels,Hydrogen sulfide,M2 macrophage,pH responsive,Wound healing",ar,106,72
2-s2.0-85071540817,"BIOC,ECON,ENER",2019,204,"Docking,Levan,Levansucrase,Molecular dynamics,Oligosaccharides,Protein design",ar,19,47
2-s2.0-85071437292,MEDI,2019,302,,ar,17,2
2-s2.0-85071400957,"IMMU,MEDI",2019,234,"Francisella noatunensis subsp. orientalis,Francisellosis,Hybrid red tilapia,Transmission",ar,4,16
2-s2.0-85071322258,"MATE,PHYS",2019,158,"Grain boundary,Grain growth,Solid oxide fuel cell,Start up,Thin film",ar,5,57
2-s2.0-85071276825,"EART,COMP",2019,144,"Basal stability,Circular excavation,Lower bound,Non-homogeneity,Second-order cone programming",ar,43,55
2-s2.0-85071252374,IMMU,2019,201,"CD4+ T lymphocytes,cell expansion,cell surface molecules",ar,0,56
2-s2.0-85070836015,SOCI,2019,206,"copyright infringement,cyberlocker,DMCA,internet,P2P",ar,0,83
2-s2.0-85070831038,MEDI,2019,159,"epidemiology,inflammation,metabolic reprogramming,microvascular dysfunction,prevention,sepsis-associated acute kidney injury,sepsis-induced acute kidney injury,treatment",re,485,219
2-s2.0-85070711291,PHAR,2019,254,"Botulinum,Dystonia,Focal,Hand,Occupational,Therapy,Toxin,Writer's cramp",ar,8,18
2-s2.0-85070516907,AGRI,2019,154,"Cyanobacterium,ethanol,Hydrolysis,Metal oxide,Nanocatalyst,Ultrasound",ar,4,43
2-s2.0-85070218368,"CHEM,COMP,MATE",2019,221,"Molecular dynamics,NS2B/NS3 serine protease,Substrate specificity,Zika virus",ar,15,42
2-s2.0-85070217837,"BIOC,PHAR,MEDI",2019,217,"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",ar,45,30
2-s2.0-85070188690,"AGRI,BIOC",2019,255,"cryptic species,molecular phylogenetics,monocled cobra,phylogeography,snakes",ar,12,92
2-s2.0-85070102593,MEDI,2019,257,"Adolescent,Antiretroviral therapy,HIV,Monotherapy,Treatment interruption",ar,0,25
2-s2.0-85069974967,"MEDI,DENT,BIOC",2019,214,"Cyclic tensile force,Human periodontal ligament cells,IL6,MMP3",ar,14,56
2-s2.0-85069945116,MEDI,2019,141,,ed,28,48
2-s2.0-85069749123,MEDI,2019,0,,le,1,3
2-s2.0-85069742838,"ENER,EART",2019,228,"Completion quality (CQ),Montney,Productivity,Reservoir quality (RQ),Shale gas",ar,13,18
2-s2.0-85069685478,AGRI,2019,221,"Fermented food,Metagenomics,Microbial diversity,Microbiota,Seafood",ar,33,42
2-s2.0-85069683127,MEDI,2019,210,"Gastrointestinal bleeding,Paediatrics,Sirolimus,Vascular malformations",ar,32,62
2-s2.0-85069662735,"ENVI,MATE",2019,118,"Adsorption,Chitosan,Kinetics,Manganese ferrite,Methylene blue",ar,22,36
2-s2.0-85069555093,MEDI,2019,434,"Antibacterial agents,antibiotic regimen,catheter removal,cefazolin,cefepime,ceftazidime,complete cure,continuous ambulatory peritoneal dialysis (CAPD),end-stage renal disease (ESRD),monotherapy,outcomes,peritonitis,primary response,randomized controlled trial (RCT)",ar,8,26
2-s2.0-85069550026,"MATE,PHYS",2019,283,"Arc discharges,Composite materials,Magnetic properties,Nanostructures",ar,1,23
2-s2.0-85069493538,IMMU,2019,291,"Acetic acid bacteria,Acetobacter sacchari sp. nov,Plant growth-promoting bacteria,Vietnam",ar,6,46
2-s2.0-85068986259,"MATE,PHYS",2019,142,"Galvanic replacement,Silver microfiber,Surface enhanced Raman scattering",ar,3,65
2-s2.0-85068482297,"CHEM,MATE",2019,149,"Encapsulation,Flavonoids,Inulin nanoparticles,Inulosucrase",ar,19,36
2-s2.0-85068402553,EART,2019,217,"Depositional environment,Fluvial,Gulf of Thailand,Post-rift,Reservoir characterization,Seismic attributes,Songkhla Basin,Syn-rift",ar,4,72
2-s2.0-85068215396,"CENG,ENER,CHEM",2019,236,"Formation,Gas hydrates,Hydrate structure,Promoter,Solidified natural gas,Tetrahydrofuran",ar,53,48
2-s2.0-85067863785,"CENG,ENVI,MEDI,PHYS,CHEM",2019,231,"CO2 photoconversion,Photocatalyst,Sono-assisted exfoliation,Titanium dioxide",ar,39,55
2-s2.0-85067481851,DENT,2019,339,"cell cycle,cyclin D1,direct pulp capping,rat molars,β-catenin",ar,20,47
2-s2.0-85067232405,"CHEM,AGRI",2019,155,"Dextrinization,Dietary fiber,Manihot esculenta,Molecular structure,Properties,Resistant dextrin, Pyrodextrin",ar,25,29
2-s2.0-85067231564,MULT,2019,213,"Adsorption isotherm,Composite material,Natural rubber,Oil sorbent,Reduced graphene oxide,Reusability",ar,55,66
2-s2.0-85066929952,MEDI,2019,353,"Fibroscan,GO ASIA,Noninvasive,Transient Elastography",ar,57,19
2-s2.0-85066482709,"CENG,CHEM,MATE",2019,203,"Anionic surfactant,Controlled release,Curcumin,Gelation,Hydrogel,Silk fibroin",ar,13,35
2-s2.0-85066235456,NEUR,2019,267,"Cytokines,Inflammation,Major depression,Neuro-immune,Opioids,Supervised learning",ar,10,49
2-s2.0-85065516567,CHEM,2019,205,"Anti-oxidant activity,EPR spectra,HOMO-LUMO calculations,MDA-MB231 cell lines,Molecular docking studies",ar,9,47
2-s2.0-85065309880,"CHEM,AGRI,BIOC,PHAR,MEDI",2019,213,"anti-monocrotaline monoclonal antibody,Crotalaria,monocrotaline,preincubation format for immunochromatographic assay",ar,6,21
2-s2.0-85065199943,"MEDI,NURS",2019,364,,ar,7,34
2-s2.0-85064241865,"CENG,MATE",2019,195,"coatings,intumescent,layer-by-layer,properties,protective and other high-performance clothing systems,surface modification",ar,5,16
2-s2.0-85062771818,MEDI,2019,266,"facial skin,regional thickness,superficial fat,three-dimensional scanning system",ar,27,21
2-s2.0-85062241993,AGRI,2019,224,"Mosquito control,Plant-based insecticide,Silver nanoparticles,White turmeric,Zedoary",ar,53,59
2-s2.0-85060630516,"CHEM,CENG,MATE,BUSI",2019,256,,ar,11,28
2-s2.0-85054364012,ENVI,2019,205,"Adsorption,Eggshell ash,Phosphorus,Pyrolysis,Wastewater",ar,30,41
2-s2.0-85091972581,AGRI,2019,292,"NaCl,Oryza sativa,Reactive oxygen species,Salt tolerance",ar,4,40
2-s2.0-85066925892,"CHEM,BIOC,ENVI",2019,239,"Dexamethasone,Electrochemical paper-based analytical device (ePAD),Herbal medicine,Paper chromatography,Prednisolone",ar,39,40
2-s2.0-85068170494,"ENGI,MATE",2019,95,"Compressive strength,Concrete,Confinement,Natural fibre reinforced polymer",ar,35,21
2-s2.0-85074987883,"MATE,ENGI",2019,174,,cp,0,15
2-s2.0-85074242852,MEDI,2019,343,"arrhythmia,catheter ablation,mapping,sudden death,ventricular fibrillation",ar,63,
2-s2.0-85076190884,"MATE,ENGI",2019,206,,cp,0,22
2-s2.0-85076169846,"MATE,ENGI",2019,236,,cp,0,4
2-s2.0-85076157113,"MATE,ENGI",2019,0,,ed,0,
2-s2.0-85074940870,"MEDI,IMMU",2019,205,"Canis lupus familiaris,Influenza B viruses,MDCK,MicroRNAs,Next-generation sequencing,Victoria,Yamagata",ar,5,57
2-s2.0-85074724262,BIOC,2019,279,"acute respiratory distress syndrome,intensive care units,positive pressure respiration",ar,1,30
2-s2.0-85074694662,BIOC,2019,207,"carcinoma,squamous cell,vulvar diseases,vulvar neoplasms",ar,1,12
2-s2.0-85074690085,BIOC,2019,248,"collagen,fibroins,hydrogels,mesenchymal stem cells,silk",ar,9,25
2-s2.0-85082676130,COMP,2019,231,"Attention mechanism,Convolutional neural network,Deep learning,Gated recurrent unit,Hf radar,Spatiotemporal,Surface current forecasting,Transfer learning.",cp,6,11
2-s2.0-85074168264,MEDI,2019,275,"Dental caries,Oral health,Socioeconomic inequality,Thai adult population",ar,2,18
2-s2.0-85074140649,MEDI,2019,240,"Agricultural work,Musculoskeletal disorders,Occupational health,Rice farmers,Thailand",ar,12,43
2-s2.0-85074164198,"MEDI,IMMU",2019,208,"High-throughput sequencing,Long-tailed macaque,Viral discovery,Virome",ar,14,94
2-s2.0-85073753650,MEDI,2019,353,"Implant failure,Midshaft clavicular fracture,Peak stress,Plate fixation,Screw hole,Superior clavicle locking plate",ar,5,19
2-s2.0-85073758912,NEUR,2019,206,"Acetaminophen,Cortical spreading depression,Extracellular recording,Nitroglycerin,Nucleus raphe magnus,Paracetamol,Trigeminal nucleus caudalis",ar,8,25
2-s2.0-85075246452,"MATE,ENGI",2019,137,,cp,2,20
2-s2.0-85073635359,"MEDI,BIOC",2019,178,"Asia-Pacific region,Enterovirus A71,Molecular epidemiology",re,86,124
2-s2.0-85073610428,"AGRI,MEDI,ENVI",2019,305,"Diphtheria,Elderly,Pertussis,Seroprevalence,Tetanus",ar,3,
2-s2.0-85073584583,MEDI,2019,280,"hospitalization,surgery,trends utilization,vedolizumab",ar,8,13
2-s2.0-85072792836,CHEM,2019,54,,ar,45,64
2-s2.0-85074857929,COMP,2019,159,"Censer,Computer-Controlled,Games,Kodo,Olfaction,Scent Matching,Smell",cp,1,11
2-s2.0-85074337306,PHYS,2019,191,,ar,13,68
2-s2.0-85066617400,NEUR,2019,228,"Chronic fatigue syndrome,Cytokines,Major depressive disorder,Microglia,Neuro-immune,Oxidative stress",re,25,200
2-s2.0-85105621349,SOCI,2019,159,,ch,1,7
2-s2.0-85073434270,"BIOC,MEDI",2019,276,"High risked neuroblastoma,Induction therapy,Prognostic factor,Topotecan,Treatment response,Treatment-related toxicity",ar,9,38
2-s2.0-85073507038,BUSI,2019,261,"Corporate sustainability,Developed markets,Emerging markets,Quadruple bottom line,Sustainable development",ar,18,87
2-s2.0-85073480047,DENT,2019,245,"Andersen model,Denture service,Older people,Oral health,Socioeconomic inequalities,Tooth loss",ar,12,26
2-s2.0-85072023007,"CENG,CHEM",2019,102,"battery-less,biosensor,direct electron transfer,internet-of-things,wireless",re,11,80
2-s2.0-85071253179,"BIOC,ENGI,CHEM",2019,195,"Differential pulse voltammetry,Gas sensing,Nitric oxide,Nitrogen dioxide,NOx gas",ar,29,32
2-s2.0-85069902969,"MATE,CHEM,PHYS",2019,256,"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",ar,2,12
2-s2.0-85069892206,ENVI,2019,219,"Composite adsorbent,Dissolved organic matter,Humic acid,Iron impregnation,Molecular weight,Municipal solid waste leachate,Posttreatment",ar,15,48
2-s2.0-85069841306,"MATE,PHYS,CHEM",2019,180,"Aliquat 336,Ionic-liquid,Liquid membrane,Solubility,Stability",ar,9,48
2-s2.0-85068417627,"VETE,AGRI",2019,380,"Endangered species,Fecal steroid metabolites,Gonadotropin stimulation,Ovarian suppression,Progestin",ar,1,48
2-s2.0-85067540847,"CHEM,AGRI",2019,151,"Clitoria ternatea,Cooked rice,In vitro starch digestibility",ar,24,42
2-s2.0-85058170653,MEDI,2019,268,"Acute biliary pancreatitis,Cholecystectomy,Endoscopic sphincterotomy",ar,9,35
2-s2.0-85074795386,COMP,2019,238,"Collaborative Filtering,Rating Conversion,Recommender Systems",cp,2,18
2-s2.0-85086497121,MEDI,2019,219,"Cardiac output measurement,Functional hemodynamic monitoring,Hemodynamic derangement,Minimally invasive monitoring,Noninvasive monitoring,Preload monitoring",ch,0,24
2-s2.0-85074141559,PSYC,2019,248,"beliefs about crying,crying,emotion regulation,gender roles,social support",ar,5,51
2-s2.0-85071974058,PHYS,2019,231,,ar,1,46
2-s2.0-85071362823,PHYS,2019,143,"Exotica,Long-lived particles",ar,36,61
2-s2.0-85070721104,PHYS,2019,180,"CMS,Light-by-light,PbPb,Photoproduction,UPC",ar,120,60
2-s2.0-85070317489,PHYS,2019,168,"CMS,Higgs boson,Rare decays,Standard model physics,Z boson",ar,20,62
2-s2.0-85067363335,"ENGI,MATE",2019,283,"Calcined waste,Compressive strength,Low alkali activator solution,Microstructure,Pressing method,Reaction mechanisms",ar,32,38
2-s2.0-85085726088,MEDI,2019,0,,ch,0,30
2-s2.0-85073460182,AGRI,2019,202,"Cambodia,Indochina,Peninsular Malaysia,Phylogenetic systematics,Prey Lang Wildlife Sanctuary,Scincidae,Vietnam",ar,11,72
2-s2.0-85086620737,"MEDI,IMMU",2019,0,,ch,0,2
2-s2.0-85082532757,COMP,2019,161,"Pattern,Petri Nets,YAWL",cp,0,13
2-s2.0-85074947604,"MATE,ENGI",2019,124,,cp,0,7
2-s2.0-85074942738,"MATE,ENGI",2019,95,,cp,0,5
2-s2.0-85074338081,PHYS,2019,173,,ar,47,81
2-s2.0-85074320825,PHYS,2019,183,,ar,70,57
2-s2.0-85067236911,AGRI,2019,226,"Antioxidant,Bio-char,In-situ transesterification,Spent coffee grounds,Waste utilization",ar,35,22
2-s2.0-85067209635,AGRI,2019,315,"Anti-inflammation,Antiglycation,Antioxidation,Aquilaria crassna,Cosmetic",ar,14,41
2-s2.0-85065794652,MATH,2019,153,"Dispersal tails,Fractional Laplacian,Large time asymptotic behavior,Nonlocal equations,Regular varying functions",ar,1,30
2-s2.0-85073182653,BIOC,2019,262,"ESR spin labelling,haemin,lipid peroxidation,lipoprotein",ar,3,40
2-s2.0-85073064656,PHYS,2019,191,,ar,28,42
2-s2.0-85058022024,"BIOC,IMMU,VETE,MEDI",2019,300,"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",re,19,68
2-s2.0-85082046501,COMP,2019,146,"Asian Foregin Exchange (FX) Financial Market,Bayesian Computation,Financial High Frequency Data (HFD),Markov Chain Monte Carlo (MCMC) Method,Stochastic Volatility (SV) Model,Variable Dimension Model",cp,0,23
2-s2.0-85081723078,"SOCI,ARTS",2019,142,"Genocide,mass atrocity,network models,prevention,social networks",ar,5,
2-s2.0-85074889372,"BIOC,AGRI,IMMU",2019,183,"anti-inflammation,nitric oxide,Peptides,RAW 264.7 macrophages,Synechococcus sp. VDW",ar,25,60
2-s2.0-85057219350,"CHEM,BIOC,AGRI",2019,161,"callus culture,elicitor,moraceae,mulberroside A,oxyresveratrol,β-cyclodextrin",ar,13,20
2-s2.0-85116192154,ARTS,2019,0,,ch,0,19
2-s2.0-85090530873,"PSYC,ECON,BUSI",2019,138,,ar,5,36
2-s2.0-85090415111,"PHYS,MATH",2019,117,"Gaseous detectors,Instrumentation and methods for time-of-flight (TOF) spectroscopy,Resistive-plate chambers",cp,1,12
2-s2.0-85087093730,"CHEM,MATE",2019,150,"Cu complexes with tripodal tetramine derivative,Cyanide sensor,DFT and TD–DFT,UV–vis titration",ar,3,26
2-s2.0-85086263516,"MATE,ENGI",2019,108,"EBIC,Electrical characterization,GaAsP,Nanowires,Solar cells",cp,0,13
2-s2.0-85086025052,MEDI,2019,116,"Adalimumab,Inflammatory bowel disease,Therapeutic drug monitoring",ar,3,27
2-s2.0-85085520572,MEDI,2019,0,,le,1,3
2-s2.0-85084685194,"COMP,SOCI",2019,128,"crowd estimation,machine learning,multi-column convolutional neural network,smart campus",cp,5,16
2-s2.0-85084671920,"COMP,SOCI",2019,154,"Internet of things (IoT),sharing platform,smart campus",cp,3,7
2-s2.0-85084668652,"COMP,SOCI",2019,164,"Internet of things (IoT),smart campus,smart city,smart parking",cp,18,10
2-s2.0-85084663034,"COMP,SOCI",2019,185,"air quality monitoring,fastest/shortest route,indoor map,On-campus navigation,smart campus,smart city",cp,5,18
2-s2.0-85084632494,"COMP,SOCI",2019,169,"access sharing,component - Internet of Things,smart campus,smart lock",cp,9,12
2-s2.0-85081699729,"COMP,DECI,ENGI",2019,197,,cp,2,18
2-s2.0-85081698319,"COMP,DECI,ENGI",2019,283,"Aircraft detection,CNN,Image processing,Remote sensing image,Saliency map",cp,2,14
2-s2.0-85081692157,"COMP,DECI,ENGI",2019,167,"customer behavior,Ensemble Model,Gradient Boosting,Random Forest,Risk Attitudes,XGBoost",cp,1,15
2-s2.0-85081682164,"COMP,DECI,ENGI",2019,165,"adaptive thresholding,CNN,machine learning,text extraction,text localization",cp,0,9
2-s2.0-85081675899,"COMP,DECI,ENGI",2019,99,"authentication,identification,keystrokes dynamics,random numeric keypad",cp,4,15
2-s2.0-85081674112,"COMP,DECI,ENGI",2019,196,"floor plan,graph representation,spectral embedding",cp,1,19
2-s2.0-85081665844,"COMP,DECI,ENGI",2019,121,"data analysis,decision tree,drilling,machine learning,naive bayes,oil and gas,open-hole wireline logging,support vector machine",cp,1,13
2-s2.0-85081643813,"COMP,DECI,ENGI",2019,65,"banknote,banknote processing machine,fitness classification,support vector machine",cp,0,14
2-s2.0-85081263487,"MEDI,IMMU",2019,218,"Antiretroviral therapy,Risk factors,Tb/HIV,Treatment outcome",ar,6,34
2-s2.0-85079103983,"COMP,ENGI",2019,166,"Bioreactor,Nonlinear systems,Parameter-dependent LMI,Robust stability,Static output-feedback stabilization",cp,0,17
2-s2.0-85079102942,"COMP,ENGI",2019,200,"economic dispatch,energy management system,load forecast,microgrid,model predictive control,recurrent neural network",cp,4,10
2-s2.0-85078204901,"ENER,ENGI,MATH",2019,125,"biomass,boiler,coal,fuel oil,natural gas",cp,0,8
2-s2.0-85078087049,"ENER,ENGI,MATH",2019,177,"Auto Regressive Integrated Moving Average,Kalman Filter,Photovoltaic forecast,Real time forecast",cp,2,5
2-s2.0-85078052173,MEDI,2019,159,"Activity daily living,ADL,Exercise,Happiness level,Thai elderly",ar,0,17
2-s2.0-85077970087,"COMP,ENGI,DECI,ENER",2019,148,"Deep learning,Object detection,Pruning,Vehicle detection",cp,4,20
2-s2.0-85077968624,"COMP,ENGI,DECI,ENER",2019,238,"Convolutional neural network,Deep learning,Gated Recurrent Unit,Precipitation prediction",cp,4,14
2-s2.0-85077966228,"COMP,ENGI,DECI,ENER",2019,184,"Attention Mechanism,Bilinear Convolutional Neural Network,Deep learning,Fine-grained categorization,Inception Network",cp,0,30
2-s2.0-85077959855,"COMP,ENGI,DECI,ENER",2019,155,"Attention Mechanism,Deep learning,Long short-term memory,Power consumption forecasting",cp,8,24
2-s2.0-85077773182,COMP,2019,227,"bridge sub structure,CNNs,deep learning,image processing,visual inspection",cp,15,11
2-s2.0-85077768603,COMP,2019,253,"Dropout awareness,Learner behavior,MOOC",cp,1,10
2-s2.0-85077039633,MEDI,2019,181,"Clinical implication,Function,Metabolic control,Phenotype,Systemic lupus erythematosus,Tolerogenic dendritic cells",re,21,180
2-s2.0-85076788358,"ENGI,COMP",2019,239,,cp,0,18
2-s2.0-85076735148,"COMP,MEDI,SOCI,DECI",2019,167,"Deep Neural Networks,Genetic Algorithm,Numerical Weather Prediction,Recurrent Neural Network,Solar Power Forecast",cp,5,17
2-s2.0-85076723648,"COMP,MEDI,SOCI,DECI",2019,197,"Feed-forward Neural Network (FNN),Machine Learning,Numerical Weather Prediction (NWP),Recurrent Neural Network (RNN),Solar Power Forecast",cp,3,11
2-s2.0-85075640206,"COMP,ENGI,MATH,PHYS",2019,129,"collision,RFID,slot-skipping,tree algorithm",cp,1,16
2-s2.0-85075060368,"MATH,CENG,COMP,ENGI",2019,124,"Battery management system,Equivalent-circuit model,Hybrid pulse power,Recursive least squares,Zinc-ion batteries",cp,3,16
2-s2.0-85075036504,"MATH,CENG,COMP,ENGI",2019,203,"Battery modeling,Hammerstein-Wiener model,System identification,Zinc-air battery",cp,0,10
2-s2.0-85074868738,PHYS,2019,200,"Hadron-Hadron scattering (experiments),Supersymmetry",ar,94,104
2-s2.0-85074489992,PHYS,2019,202,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Higgs physics",ar,18,119
2-s2.0-85074333359,"IMMU,MEDI",2019,287,"Agriculture,E. Coli (all potentially pathogenic types),EHEC (enterohaemorrhagic E. Coli),Food safety,Irrigation,Microbial contamination,Produce,Romaine lettuce",ar,19,58
2-s2.0-85074310364,"PHYS,HEAL,MEDI",2019,163,,ar,2,5
2-s2.0-85074305732,"HEAL,PHYS,MEDI",2019,130,,ar,0,25
2-s2.0-85074305022,"HEAL,PHYS,MEDI",2019,184,,ar,2,7
2-s2.0-85074249647,AGRI,2019,90,"Ceropegieae,evergreen forest,Heterostemma sect. Heterostemma,rotate flower,trilobed corona appendages",ar,3,13
2-s2.0-85074147634,PHYS,2019,194,"Beyond Standard Model,Hadron-Hadron scattering (experiments),Photon production",ar,23,65
2-s2.0-85074145475,"ENVI,MEDI",2019,229,"Attitude and practices,Bangladesh,Family planning,Knowledge,Married adolescent girls,Urban slums",ar,2,15
2-s2.0-85073835730,BIOC,2019,254,"bacteremia,diarrhea,gastroenteritis,Lactobacillus plantarum,Salmonella typhimurium",ar,3,37
2-s2.0-85073832249,BIOC,2019,250,"adipose tissue,growth hormone,insulin resistance,leptin,obesity",ar,2,40
2-s2.0-85073831223,BIOC,2019,243,"diagnosis,hepatitis b,pregnancy",ar,2,23
2-s2.0-85073820830,BIOC,2019,253,"cholangitis,digestive system surgical procedures,drainage,jaundice,Pancreaticoduodenectomy",ar,1,28
2-s2.0-85073817232,BIOC,2019,247,"alpha-glycerophosphoric acid,calcium,chemical precipitation,glycerophosphates,parenteral nutrition,phosphates",ar,0,19
2-s2.0-85073752665,"PHYS,EART",2019,297,"cosmic rays,galaxies: Evolution,galaxies: High-redshift,galaxies: Starburst,radio continuum: Galaxies,submillimeter: Galaxies",ar,16,112
2-s2.0-85073707620,"CHEM,MATE,PHYS",2019,138,"Aluminosilicates,Analcime,Microemulsion,Non Na-Loaded analcime,Zeolite",ar,3,27
2-s2.0-85073683828,PHYS,2019,58,"AdS-CFT Correspondence,Conformal and W Symmetry,Conformal Field Theory",ar,36,48
2-s2.0-85073657103,"NEUR,IMMU,BIOC",2019,150,,ar,12,82
2-s2.0-85073594166,"COMP,SOCI,ENER,ENGI,ENVI",2019,221,"Actual purchase behavior,Farmers' market,Institutional trust,Interpersonal trust,Purchase intention",ar,5,53
2-s2.0-85073526056,"ENVI,ENGI",2019,198,"Advanced oxidation processes,Catalytic wet peroxidation,Cu-Fe,NaP1,Pathway",ar,3,40
2-s2.0-85073503900,MULT,2019,183,"Canine bone marrow-derived mesenchymal stem cells (cBM-MSCs),Cell biology,Cell culture,Cell death,Cytotoxicity,Proliferation,Regenerative medicine,Simvastatin,Stem cell research,Stemness genes",ar,8,39
2-s2.0-85073474269,COMP,2019,227,"Building energy management,cloud computing,fog computing,Internet of Things (IoT),IoT gateway",ar,23,29
2-s2.0-85073424767,"CHEM,MATE",2019,212,"Curing kinetics,Hyperbranched epoxy,Polyethylene glycol,Thermal properties",ar,18,51
2-s2.0-85073409047,COMP,2019,254,"Axiomatic design theory (ADT),blockchain technologies (BCT),Internet of Things (IoT),literature review,security assurance,service-oriented architecture (SoA),smart contract",ar,97,80
2-s2.0-85073287936,"MATE,PHYS,ENGI,CENG,COMP",2019,204,"Agriculture,Biochar,Biomass,Biorefinery,Carbon sequestration,Climate change,Pyrolysis,Soil amendment,Thermochemical",ar,52,121
2-s2.0-85073243149,CHEM,2019,96,"Adsorption,CO2,Diffusion,Gate opening,Molecular simulations,Zeolitic imidazolate framework-90 (ZIF-90)",ar,1,22
2-s2.0-85073223054,PHAR,2019,256,"Antioxidant activity,Clitoria macrophylla,clitoriacetal,pharmacognostic specification,thin-layer chromatography",ar,2,17
2-s2.0-85073122626,"NEUR,MEDI",2019,249,"Blepharospasm,Blink rate,Dystonia,Photophobia",ar,4,23
2-s2.0-85073102386,"CENG,BIOC,CHEM,COMP",2019,286,"CXCR10,Interferon-inducible protein 10,IP-10,Lupus nephritis,Systemic lupus erythematosus",re,22,45
2-s2.0-85072993924,MEDI,2019,257,"Knee replacement arthroplasty,Popliteal artery,Postoperative pain,Tibial nerve",ar,21,29
2-s2.0-85072921156,"PHYS,CHEM,MATE",2019,121,"barium,crystal structure,metal-organic framework,MOF,sensing,zinc",ar,7,51
2-s2.0-85072914648,"CENG,BIOC,CHEM,COMP",2019,190,"Bone regeneration,Calvarial defect,Chitosan,Periodontal ligament cells,Scaffold",ar,21,33
2-s2.0-85072791175,MEDI,2019,266,"anemia,HIV-exposed infants,infant prophylaxis,nevirapine,safety,zidovudine",ar,4,26
2-s2.0-85072779343,BIOC,2019,149,"Beta-cyclodextrins,Inclusion complex,Lung cancer,Mansonone G,Molecular dynamics simulation",ar,32,74
2-s2.0-85072774761,MEDI,2019,258,"cognition,perinatal HIV,poverty,trajectory",ar,3,27
2-s2.0-85072755936,"IMMU,NEUR,BIOC",2019,224,,ar,28,57
2-s2.0-85072749732,MULT,2019,82,"Mechanical force,Periodontal ligament,RNA sequencing",dp,3,10
2-s2.0-85072747722,MEDI,2019,159,,re,42,72
2-s2.0-85072656884,"BIOC,MEDI",2019,261,"Phototropin,Pyruvate dehydrogenase kinase,Two-component signaling system",ar,5,44
2-s2.0-85072577615,MEDI,2019,294,"hypercoagulopathy,stroke,stroke, ischemic,thrombosis",re,44,63
2-s2.0-85072365396,"BIOC,AGRI,ENVI,IMMU",2019,262,"Antibiotic resistance,Cattle,Chromosomal resistance island,McRImecD typing,Penicillin-binding protein 2a",ar,13,27
2-s2.0-85072278452,MEDI,2019,61,,ar,1,10
2-s2.0-85072234183,AGRI,2019,166,"Apparent competition,Barro Colorado Island,host specialisation,interaction network,Janzen–Connell hypothesis,Panama,plant traits,quantitative food web,seed predation",le,28,90
2-s2.0-85072162308,MEDI,2019,285,"biliary atresia,children,esophageal varices,liver stiffness,spleen stiffness",ar,13,26
2-s2.0-85072155713,MULT,2019,131,"Aging,Antioxidants,Caenorhabditis elegans,GLC-MS,Glochidion zeylanicum,LC-MS,RP-HPLC",dp,3,3
2-s2.0-85072134240,MEDI,2019,0,,le,0,15
2-s2.0-85071974954,MEDI,2019,402,"Lateral pelvic lymph node,Lateral pelvic lymph node dissection,Multidisciplinary,Neoadjuvant chemoradiation,Pelvic side wall,Rectal cancer",ar,55,26
2-s2.0-85071931507,"BIOC,CHEM",2019,122,"guanidine,hypervalent iodine,one-pot synthesis,reactions in water,surfactants",ar,9,68
2-s2.0-85071900427,MEDI,2019,220,,ar,8,13
