eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85167427265,AGRI,2023,149,"Algae,Aquaculture,CO2,Nitrate,RAS,Scenedesmus",ar,0,30
2-s2.0-85166640317,"ENGI,PHYS",2023,161,,ar,0,100
2-s2.0-85166631124,MEDI,2023,218,"adolescent,perception of poverty,potency,relative poverty,somatisation tendency",ar,0,132
2-s2.0-85166590552,MEDI,2023,274,"Belching,Esophageal pH monitoring,Esophagus,Gastroesophageal reflux",ar,0,29
2-s2.0-85166519191,VETE,2023,247,"atomic absorption spectroscopy,copper staining,heavy metal,Hepatic copper,LA-ICP-MS,laser ablation-inductively coupled plasma-mass spectrometry,liver,quantitative bioimaging",ar,0,46
2-s2.0-85166516767,AGRI,2023,279,"Agritourism,Covid-19 pandemic,Marketing mix,New normal",ar,0,30
2-s2.0-85166435740,NEUR,2023,249,"chronic fatigue syndrome,cytokines,depression,mood disorders,neuroimmune,neuroinflammation",ar,0,99
2-s2.0-85166432105,NEUR,2023,257,"biomarkers,inflammation,major depression,mood disorders,neuro-immune",ar,0,49
2-s2.0-85166422073,"IMMU,PHAR,MEDI",2023,211,"COVID-19,immunogenicity,radiotherapy,SARS-CoV-2,vaccination",ar,0,29
2-s2.0-85166413697,"IMMU,PHAR,MEDI",2023,187,"anti-RBD,booster,COVID-19,humoral immunity,infection,SARS-CoV-2,vaccine",ar,0,30
2-s2.0-85166304472,"CHEM,MATE",2023,205,"bacterial cellulose,biocomposite film,silver nanoparticle",ar,0,57
2-s2.0-85166304036,"ENGI,PHYS",2023,157,,ar,0,76
2-s2.0-85166302284,"AGRI,IMMU,SOCI,HEAL",2023,132,"anti-inflammatory,antioxidant,cell signaling pathways,chitooligosaccharide,macrophage cells,shrimp shell",ar,0,52
2-s2.0-85166293136,"BIOC,PHAR",2023,253,"Albizia lebbeck(L.) Benth,apoptosis,ER stress,glutamate,microglial cells,neuroprotection,neurotoxicity",ar,0,69
2-s2.0-85166291437,"CENG,MATE,CHEM",2023,224,"chitosan,collagen,crosslinking,hydrogels,polysaccharide,skin infections",re,0,168
2-s2.0-85166285863,"AGRI,IMMU,SOCI,HEAL",2023,264,"bacteriocin,cold storage,fruit juice,hurdle concept,microorganisms,quality",ar,0,29
2-s2.0-85166271575,PHYS,2023,143,"CP Violation,Hadron-Hadron Scattering,Top Physics",ar,0,65
2-s2.0-85166242049,"MATE,PHYS,ENGI,CENG,COMP",2023,167,"collector,dissolved ion,flotation,rare earth,recycling",re,0,155
2-s2.0-85166214210,PHYS,2023,266,"CP Violation,Hadron-Hadron Scattering,Higgs Physics",ar,0,114
2-s2.0-85166210341,"MATE,PHYS",2023,222,"corrosion resistance,direct metal laser sintering,haynes 282 nickel superalloy,ion nitriding,microstructure,tensile test",ar,0,57
2-s2.0-85166208967,MATE,2023,187,"adsorption,cation exchange resin,phosphate,removal,wastewater",ar,0,45
2-s2.0-85166206826,"COMP,SOCI,ENER,ENVI",2023,221,"electric vehicle,energy management system,hybrid energy storage system,lithium-ion battery,power converter,supercapacitor",re,0,71
2-s2.0-85166027643,"CHEM,BIOC,PHAR",2023,225,"dermal papilla cells,hair follicles,molecular pathways,natural product-derived compounds,stem cells",re,0,69
2-s2.0-85166017066,MEDI,2023,295,"Continuous renal replacement therapy,Critically ill patients,Meropenem,Systematic review",re,0,41
2-s2.0-85166001377,MULT,2023,215,"Astaxanthin,Biosynthetic pathway,Genome,Putative gene,Rhodotorula paludigena,Yeast",ar,0,57
2-s2.0-85165993515,"CHEM,CENG",2023,282,"adsorption,DRIM black,DRIM blue,mint biomass,stone waste",ar,0,62
2-s2.0-85165988969,"AGRI,VETE",2023,404,"contraceptive,monkey,nanobody,phage display,single-domain antibody",ar,0,65
2-s2.0-85165982745,"AGRI,NURS",2023,201,"Cholangiocarcinoma,kaempferol,necroptosis,quercetin,Smac mimetics",ar,1,60
2-s2.0-85165911772,MEDI,2023,332,"Acetaminophen,Cesarean section,COX-II inhibitor,Intrathecal morphine",ar,0,15
2-s2.0-85165908951,PHAR,2023,207,"bis-tetrahydroisoquinoline,cytotoxicity,light-induced intramolecular photoredox reaction,molecular docking,molecular dynamics,non-small-cell lung cancer,renieramycins,semisynthesis,Xestospongiasp",ar,0,32
2-s2.0-85165885040,"PHAR,ENVI",2023,278,"adaptation,Braconidae,Ichneumonidae,Melitaeinae,Papiliondae,secondary plant compounds",re,0,228
2-s2.0-85165879304,MULT,2023,335,,ar,0,28
2-s2.0-85165727513,MULT,2023,339,,ar,0,33
2-s2.0-85165722266,MEDI,2023,252,"Food safety awareness,Food-borne diseases,Hygienic food handling,Public health,Social media",ar,0,80
2-s2.0-85165696905,"IMMU,AGRI",2023,263,"lactic acid bacteria,polyphasic taxonomy,spore-forming bacteria,Sporolactobacillus mangiferae,tree bark",ar,0,45
2-s2.0-85165666210,"ENGI,PHYS",2023,159,,ar,0,44
2-s2.0-85165598295,PHYS,2023,160,"Extended Supersymmetry,Global Symmetries,Supersymmetric Gauge Theory",ar,1,137
2-s2.0-85165555652,MEDI,2023,323,"coronary artery calcification,high-sensitivity cardiac troponin,PLWH,subclinical atherosclerosis",ar,0,36
2-s2.0-85165356287,"AGRI,ENVI,PHAR,DENT,HEAL",2023,244,"Gingivitis,Mouth care product,Oral health status",ar,0,36
2-s2.0-85165319627,MULT,2023,330,,ar,0,78
2-s2.0-85165111596,"AGRI,IMMU,SOCI,HEAL",2023,209,"coffee oil,defective coffee beans,response surface methodology,supercritical fluid extraction,volatile aroma components",ar,0,40
2-s2.0-85165050779,"AGRI,IMMU,SOCI,HEAL",2023,108,"bioactive compound,ergosterol,food chemistry,nutraceutical,nutrition",re,1,105
2-s2.0-85165033462,MULT,2023,304,"Cerebral hemodynamics,Cognition,Dual-task,Executive function,fNIRS,Older adults,Prefrontal cortex",re,0,83
2-s2.0-85165015375,MULT,2023,382,,ar,0,31
2-s2.0-85164977664,MEDI,2023,300,"HA330 hemoperfusion,Pediatric patient,PELOD-2 score,PRISM-3 score,Septic shock",ar,0,23
2-s2.0-85164846358,"CHEM,COMP,PHYS,BIOC,ENGI",2023,256,"object classification,pincer grasping,pneumatic gripper,sensible grasping,soft gripper,stiffness sensing",ar,0,68
2-s2.0-85164845879,"CHEM,COMP,PHYS,BIOC,ENGI",2023,241,"convolutional neural networks,convolutional Transformer encoder,multi-head attention,spatial features,speech emotion recognition,temporal features",ar,1,87
2-s2.0-85164843392,"CENG,BIOC,CHEM,COMP",2023,217,"bone,hardness,osteoblast,osteoclast,TGF-β",ar,0,55
2-s2.0-85164802650,"BIOC,SOCI,AGRI,ENVI",2023,334,"endangered species conservation,giant freshwater stingray,Himantura chaophraya,Himantura polylepis,megafauna,migratory fish,Southeast Asia,tropical freshwater diversity",ar,0,63
2-s2.0-85164785323,"ENGI,COMP",2023,171,"deep convolutional neural networks,knowledge distillation,object detection,quality of life,semantic segmentation,walkability,walking scene",ar,0,30
2-s2.0-85164759740,MULT,2023,227,,ar,0,68
2-s2.0-85164751130,"CHEM,MATE",2023,267,"interfacial agents,poly(vinyl chloride),waste non-metallic printed circuit board",ar,1,52
2-s2.0-85164746686,"AGRI,NURS",2023,203,"attention deficit hyperactivity disorder,autism spectrum condition,autism spectrum disorder,brain function,choline,neurodevelopment,neurotransmitters,pregnancy,specific learning disorders",re,0,117
2-s2.0-85164674677,AGRI,2023,168,"Chlorella sp.,H2O2 treatment,Omega-3 fatty acids,Oxidative stress,UV mutagenesis",ar,0,58
2-s2.0-85164410449,MULT,2023,146,,ar,0,31
2-s2.0-85164232909,"MEDI,BIOC",2023,246,"clinical trial,genomic medicine,international cooperation,phase I clinical trial",cp,0,32
2-s2.0-85164230095,MEDI,2023,278,"blood transfusion,complication,craniotomy,intracranial tumor,intraoperative",ar,0,
2-s2.0-85163991744,MEDI,2023,0,,ed,0,21
2-s2.0-85163921615,"MEDI,BIOC",2023,255,"cell proliferation,E2F1,let-7b,progesterone receptor isoform B",ar,0,
2-s2.0-85163891606,MATE,2023,292,"Cement-treated sand,Flexural characteristic,Palm fiber,Soil stabilization",ar,1,60
2-s2.0-85163466173,MEDI,2023,273,"Imaging,Lymphatic metastasis,Oral cancer,Survival analysis,Tumor volume",ar,0,7
2-s2.0-85163421247,"BIOC,MEDI",2023,253,"Balance measurement,Geriatrics,Mobile technology,Posture,Smartphone",ar,1,25
2-s2.0-85163218603,MEDI,2023,220,"fungal infection,macrophage activation syndrome,systemic lupus erythematosus,tracheobronchitis",ar,0,28
2-s2.0-85163217038,MEDI,2023,262,"exercise,exit site,kidney failure,nephrologist,peritoneal dialysis,physical activity",ar,0,35
2-s2.0-85163191282,"MATE,ENGI",2023,168,,ar,0,60
2-s2.0-85163175785,IMMU,2023,240,,ar,0,32
2-s2.0-85163053530,DENT,2023,287,"Accuracy,Artificial intelligence,Convolutional neural network,Lateral cephalometry,Machine learning,Orthodontics",re,0,56
2-s2.0-85162974887,SOCI,2023,152,"analytic treatment interruption,HIV cure trials,HIV-remission trials,HIV-transmission risk,research relationships,trust",ar,1,55
2-s2.0-85162891208,MEDI,2023,91,,ar,0,29
2-s2.0-85162224426,MATE,2023,210,"Cellulose nanofibrils,Colorimetric sensor,Levofloxacin,Ocular bacterial infection,Theranostics",ar,1,55
2-s2.0-85162181450,MEDI,2023,253,"Autism,Cytokines,Inflammation,Mitochondria,Neuro-immune,Neuroinflammation",ar,1,127
2-s2.0-85162149469,"AGRI,NURS",2023,168,"Cannabis-infused food,Consumer behavior,Enjoyment,Necessary conditions,Necessity logic,Young adult",ar,2,43
2-s2.0-85162130678,"MATE,CENG",2023,224,"Lignin,Oil palm mesocarp fiber,Palm kernel shell,Particleboards,Phenol formaldehyde",ar,0,51
2-s2.0-85161973059,MEDI,2023,256,"Cognitive function,Critical illness,Intravenous fluid,Long-term outcomes,Quality of life,Sepsis,Septic shock",ar,2,40
2-s2.0-85161966368,MEDI,2023,200,"cannabis,legalization,medical use,recreational use,substance use",re,0,43
2-s2.0-85161683606,"NEUR,MEDI",2023,204,"Healthcare resources,Indochina,Movement disorders,Parkinson’s disease",re,0,47
2-s2.0-85161473742,"MEDI,NEUR",2023,134,"D4Z4 contractions,Facioscapulohumeral muscular dystrophy,Oxford Nanopore technology,Whole genome sequencing",ar,0,21
2-s2.0-85161379300,MATE,2023,217,"Alginate,Cotton pad,Dip-coating,Electrolyte,Separator,Zinc-ion batteries",ar,0,58
2-s2.0-85161312681,MEDI,2023,214,"As-needed reliever,Asthma management,SABA,Scientific evidence,Short-acting β2-agonists",no,0,64
2-s2.0-85160946215,DENT,2023,272,"cone beam computed tomography,dental implants,diagnostic imaging,mandibular canal",ar,0,41
2-s2.0-85160797312,BIOC,2023,200,"Antibacterial activity,Biomedical application,Photothermal effect,Silver nanoparticle,Tannic acid",ar,0,71
2-s2.0-85160301451,DENT,2023,257,"Aloe vera,Bacteria,Disinfection,E. faecalis,Endodontic,Intracanal medicament",re,0,62
2-s2.0-85160050668,ECON,2023,103,"Credit rating downgrades,Information opacity,Negative Information Hoarding,Stock price crash risk",ar,0,34
2-s2.0-85159775796,CENG,2023,252,"Co-electrolysis,CO2 and CO methanation,CO2 utilization,Green natural gas production,Solid oxide electrolysis,Water electrolysis",ar,0,47
2-s2.0-85159668075,MEDI,2023,253,"Diffuse large B-cell lymphoma,Polatuzumab vedotin,Real-world setting,Refractory,Relapse",ar,0,44
2-s2.0-85159655661,"BIOC,NEUR",2023,301,"Creutzfeldt-Jakob disease,diagnostic biomarker,low- and middle-income countries,prion disease surveillance,real-time quaking-induced conversion assay",ar,0,29
2-s2.0-85159607815,"BIOC,ENGI,ENVI,CENG",2023,250,"Bentonite-zeolite,Fixed-bed column,Nanoscale zero-valent iron,Selenate,Selenium",ar,0,41
2-s2.0-85159571596,BIOC,2023,189,"Carbonized silk,Electrochemical sensor,Gold nanoparticles,Laser desorption ionization mass spectrometry,Non-invasive,Sweat urea",ar,0,46
2-s2.0-85159346334,"IMMU,ENVI,AGRI",2023,203,"Bivalent vaccine,Columnaris disease,Flavobacterium oreochromis,Francisella orientalis sp. nov.,Francisellosis,Immersion vaccination,Mucoadhesive nanovaccine,Mucosal immunity,Nile tilapia (Oreochromis niloticus)",ar,1,32
2-s2.0-85159334783,MEDI,2023,133,"Forensic,Next generation sequencing,Population data,Short tandem repeat,Thai",ar,0,32
2-s2.0-85159260281,"AGRI,ENER,ENVI",2023,175,"Activated carbon,Biomass,Ni2P catalyst,Phenol,Pyrolysis",ar,1,34
2-s2.0-85159167186,"IMMU,ENVI,AGRI",2023,279,"Adaptive immune system,Asian seabass,Immersion vaccine,Immunocompetence,Lates calcarifer",ar,1,82
2-s2.0-85159154709,"BIOC,AGRI,CENG,IMMU",2023,248,"A. niger lipase,Enzymatic hydrolysis,Glyceride removal,Rice bran acid oil,γ-oryzanol",ar,0,43
2-s2.0-85159152684,MEDI,2023,294,"Lateral lumbar interbody fusion,Lumbar sympathetic chain,Oblique corridor,Oblique lumbar interbody fusion,OLIF",ar,0,17
2-s2.0-85159130158,MEDI,2023,247,"pelvic organ prolapse,sacrospinous fixation,vaginal hysterectomy",ar,0,28
2-s2.0-85159102104,AGRI,2023,209,"Anti-inflammatory,Antibacterial,Anticancer,Antimigration,Cytocompatabilty,PSIDIUM guajava",ar,1,48
2-s2.0-85158833251,"NEUR,MEDI",2023,283,"LEDD,levodopa equivalent daily dose,levodopa equivalent dose",ar,3,76
2-s2.0-85158152390,"ENVI,ENGI,EART,AGRI",2023,262,"Green space,Land use,temperature Mitigating effect,Urban Heat Island",ar,0,10
2-s2.0-85158133938,MEDI,2023,0,,le,0,4
2-s2.0-85156262375,ENGI,2023,193,"ANN,Circular anchor,MARS,MLR,Uplift resistance",ar,1,68
2-s2.0-85156178050,BIOC,2023,148,"Alginate,Box-Behnken design,Breast cancer,Chitosan,Lutein,Magnetic nanoparticles",ar,2,95
2-s2.0-85154065107,"EART,COMP",2023,243,"Anisotropy,Circular tunnel,Face stability,Non-homogeneity,Three-dimensional analysis",ar,0,49
2-s2.0-85154056717,"CENG,ENVI,ENER",2023,161,"Co-cultures,Fungal lipids,Integrated fermentation,Solid-state fermentation,Submerged fermentation",ar,0,35
2-s2.0-85153957624,IMMU,2023,384,,er,0,
2-s2.0-85153897189,MEDI,2023,247,"Bupivacaine,Cervical facet arthropathy,Cervical facet syndrome,Lidocaine,Medial branch block",ar,0,23
2-s2.0-85153860126,"BIOC,AGRI",2023,177,"Anti-inflammatory,Benzophenone,Clusiaceae,Cytotoxic,Garcinia schomburgkiana,Schomburginone",ar,0,38
2-s2.0-85153613561,"BIOC,AGRI,PHAR,ENVI",2023,229,"Anti-angiogenesis,Anti-inflammation,Antioxidant,Sesame,Sesamin,Toxicity,Zebrafish",ar,0,29
2-s2.0-85153535668,"MATE,PHYS,CHEM",2023,170,"Bio-imaging,DFT calculations,LOD,Pharmaceutical samples,Ratiometric,Solvatochromism",ar,0,57
2-s2.0-85153387379,"ENVI,ENGI",2023,214,"Actor-network analysis,Circularity,Closed-loop recycling,Plastic packaging waste,Plastic waste management",ar,0,35
2-s2.0-85153218503,MEDI,2023,253,"Biopsy,Cavernous sinus,Endoscopy,Neoplasms,Skull base,Surgery",ar,0,33
2-s2.0-85152621750,"CHEM,COMP,MATE",2023,197,"Molecular docking,Molecular dynamics,ORF3a,SAR-CoV-2,Spermidine",ar,0,47
2-s2.0-85152274374,BIOC,2023,154,"comprehensive genomic profiling,EGFR,exon 20 insertion,glioblastoma,next-generation sequencing,osimertinib,T790M,tyrosine kinase inhibitor",ar,1,45
2-s2.0-85152250371,DENT,2023,243,"bite force,masticatory performance,meta-analysis,orthognathic surgery,systematic review",ar,1,47
2-s2.0-85151956283,PHYS,2023,113,"inflation,primordial black holes,supergravity,supersymmetry breaking",ar,3,54
2-s2.0-85151925954,"BIOC,ENGI,ENVI,CENG",2023,206,"17α-Methyltestosterone,Functionalization,Reversible adsorption,Silica-based porous material,Tannic acid",ar,1,41
2-s2.0-85151879967,"BIOC,ENVI",2023,301,"Fe2+ ion sensing,Green chemistry,Locust bean gum,Nanomaterials,Organic/inorganic hybrid nanomaterials,Silver nanocomposites",ar,1,50
2-s2.0-85151794224,PHYS,2023,161,"Astrophysics,High energy physics — experiment,Nuclear experiment,Physics — instrumentation and detectors,Water Cherenkov Detectors",ar,2,90
2-s2.0-85151735721,ECON,2023,101,"Asset pricing,Climate policy uncertainty,Cross-section of stock returns,ICAPM",ar,2,37
2-s2.0-85151684565,"NEUR,MEDI",2023,254,"Clinical trials,Cognitive impairment,Parkinson's disease",re,1,81
2-s2.0-85151617010,"CHEM,CENG",2023,298,"Anticancer activity,Antioxidant activity,Chromolaena odorata lipophilic extract,Nutraceuticals,Phytochemical profiling,UPLC-QTOF-MS",ar,1,90
2-s2.0-85151475911,MEDI,2023,42,,er,0,
2-s2.0-85151031490,ENGI,2023,338,"Calcined kaolin residue,Compressive strength,Geopolymer,Low alkali activator content,Structural transformation",ar,5,51
2-s2.0-85150980304,MEDI,2023,254,,ar,0,44
2-s2.0-85150937831,"BIOC,CENG,MATE",2023,197,"cardiomyocyte,differentiation,embryoid body,hydrogel,induced pluripotent stem cells,stiffness",ar,1,70
2-s2.0-85150811097,MEDI,2023,259,"chronic lung allograft dysfunction,fungal-after-viral infection,invasive fungal infection,lung allograft failure,lung transplant,respiratory viral infection",ar,1,31
2-s2.0-85150498243,"NEUR,MEDI",2023,234,"Case-cohort,exploratory factor analysis,gut microbiome,ischemic stroke,metabolomics",ar,0,65
2-s2.0-85150308557,"CHEM,CENG",2023,151,"D2EHPA,DFT,HFSLM,Mass Transfer,Neodymium Separation",ar,0,57
2-s2.0-85150186472,CHEM,2023,275,"Cultivated rice,Hyperspectral NIR camera,Image pixel,Self-organizing map,Weedy rice",ar,0,40
2-s2.0-85150059158,"BIOC,ENGI,ENVI,CENG",2023,165,"Advanced treatment,Bioremediation,Landfill leachate,Micropollutants,Pesticides",re,2,184
2-s2.0-85149615479,ENGI,2023,202,"Comprehensive learning particle swarm optimization,Expected feasibility function,Gaussian process regression,Inverse MCS constraint boundary,Most probable point,Reliability-based design optimization",ar,2,63
2-s2.0-85149452025,"BIOC,AGRI",2023,307,"Longan juice,Microbial inhibition,Shelf life,UV radiation",ar,1,38
2-s2.0-85149371383,"ENVI,EART",2023,234,"Groundwater,Maximum entropy,Nickel,Random forest,Recursive feature elimination,Thailand",le,1,76
2-s2.0-85149302468,"ARTS,SOCI",2023,210,"Angkor period,digital elevation model,Khmer Royal Road,least cost path analysis,moated site,mountain pass",ar,0,58
2-s2.0-85148730033,"CENG,MATE,ENGI",2023,261,"Benzoxazine resin,Iron oxide nanoparticles,Nanocomposites,Shape memory polymers,Soft robotics",ar,5,47
2-s2.0-85148607813,"MEDI,IMMU",2023,0,"allergen immunotherapy,allergic rhinitis,HDM,SCIT,SLIT tablets",le,1,10
2-s2.0-85148439183,PSYC,2023,202,"child sexual abuse,depersonalization,derealization,dissociation,incest",ar,0,64
2-s2.0-85147671798,"BUSI,ARTS,ECON,SOCI",2023,203,"Calling,CSR practitioners,International companies,Meaningful work,Occupational stages,Purpose,Social/commercial tensions",ar,0,84
2-s2.0-85147022677,"ENVI,EART",2023,160,"210Pb dating,CVAAS,DTD-AAS,Gulf of Thailand,Petroleum exploration,Total mercury",ar,0,76
2-s2.0-85146948230,"SOCI,BUSI,ENVI",2023,180,"asset redeployability,board gender diversity,corporate governance,female directors,redeployable assets,sustainability",ar,3,54
2-s2.0-85146834849,MATE,2023,263,"Biomechanical,Energy harvester,Living material,Microalgae,Triboelectric",ar,1,19
2-s2.0-85144048316,BIOC,2023,261,"fertility,gilt,heat stress,litter size,puberty,sow",re,1,97
2-s2.0-85140107710,MEDI,2023,280,"Adductor canal block,Femoral nerve block,Intrathecal morphine,Local infiltration analgesia,Pain control,Total knee arthroplasty",ar,0,22
2-s2.0-85132122041,ENVI,2023,222,"Adsorption,Composite material,Dyes,FTIR,Granite",ar,3,69
2-s2.0-85124564291,MEDI,2023,237,"Acute myeloid leukemia,Allogeneic stem cell transplantation,CMV reactivation,Cytomegalovirus,Relapsed AML",ar,0,25
2-s2.0-85124105506,"SOCI,ARTS",2023,110,"Corpus-assisted discourse analysis,discursive strategy,male sex workers,media representation,online newspapers,Thailand",ar,1,56
2-s2.0-85115164736,ENER,2023,179,"1-Ethyl-3-methylimidazolium acetate,Metal salt catalyst,Napier grass,Pretreatment,Response surface methodology",ar,1,40
2-s2.0-85112299966,"ARTS,SOCI",2023,162,"collocations,corpus linguistics,discourse analysis,LGBT,news",ar,1,36
2-s2.0-85089386035,ENER,2023,203,"Ethanol,Hydrogen production,Iron oxides,SECLR,Sorption-enhanced chemical looping reforming",ar,5,46
2-s2.0-85164503835,ENGI,2023,171,"concordance correlation coefficient,Data-driven soft sensor,extreme learning machine,multivariate chemical process",ar,0,40
2-s2.0-85153496947,BIOC,2023,206,"Drug delivery,Oral,Starch,Starch derivative",ar,1,144
2-s2.0-85152095910,"CHEM,AGRI",2023,145,"Chemometrics,Coffee,Geographical Indication,Paper Spray Mass Spectrometry,Principal Component Analysis",ar,2,26
2-s2.0-85150871899,AGRI,2023,222,"Antimicrobial resistance-genes,Asian sea bass,MDRs,Resistome analysis,V.vulnificus",ar,1,89
2-s2.0-85150836772,AGRI,2023,323,"Antiviral responses,Brown trout,Disease resistance,Permissivity,Rainbow trout,Susceptibility,Tilapia lake virus",ar,1,43
2-s2.0-85150799826,"CHEM,PHYS,MATE",2023,219,"CO poisoning,first-principles,Heterogeneous electron distribution,high-entropy materials,pre-water-gas shift reaction",ar,0,80
2-s2.0-85163738586,CHEM,2023,235,,ar,0,34
2-s2.0-85164407949,"HEAL,MEDI",2023,141,"hyperparathyroidism,parathyroid scintigraphy,radionuclide imaging",ar,0,16
2-s2.0-85150348483,"ENER,PHYS",2023,138,"First-principles,Hydrogen diffusion,Hydrogen-vacancy diffusion,Magnesium-based hydrides",ar,1,56
2-s2.0-85165720413,"ENGI,MATE",2023,162,"artificial neural networks,concrete filled double skin steel tubes,genetic algorithm,machine learning,particle swarm optimization",ar,0,42
2-s2.0-85164254238,"CHEM,CENG",2023,249,,ar,0,64
2-s2.0-85163460310,"BIOC,CENG,MATE,ENGI",2023,202,"long-tailed macaques,percussive technology,primate archaeology",ar,2,110
2-s2.0-85151575565,"MATE,PHYS",2023,160,"conventional superconductivity,electron-phonon coupling,Eliashberg-Migdal formalism,positive hydrostatic pressure,spin-orbit coupling",ar,0,31
2-s2.0-85158049048,"CHEM,MATE",2023,215,"cellulose acetate,composite membranes,ethanol dehydration,gas separation,nanoclay",ar,0,44
2-s2.0-85158096513,"CENG,CHEM",2023,141,"Blue-Light,Dual-Emission,Hypsochromic,Multivariate-MOFs,Post-Synthetic Modification",ar,0,52
2-s2.0-85169793163,COMP,2023,147,"Benchmarking,Reproducibility,Scrna-Seq Imputation,Single-Cell RNA-Seq",cp,0,15
2-s2.0-85168155346,MATH,2023,206,"choice-based conjoint analysis,Customer preference,discrete choice experiment,kano model,latent class analysis",ar,0,25
2-s2.0-85163656863,VETE,2023,253,"Adult,Egg,Morphology,Platynosomum fastosum,Scanning Electron Microscopy,Transmission Electron Microscopy,Ultrastructure",ar,0,59
2-s2.0-85159714579,PHYS,2023,112,"400GBASE-LR4,400GBASE-LR8,BDFA",ar,0,24
2-s2.0-85159092223,"EART,SOCI",2023,281,"And universal health coverage,Asia oceania,Health coverage,Health risk management frameworks,International health regulation",ar,0,89
2-s2.0-85156149520,EART,2023,301,"Marine sediments,Organic carbon,Radiocarbon,River sediments,Tropical epicontinental sea",ar,0,86
2-s2.0-85153209544,BIOC,2023,195,"Banana leaves,Hydrophobicity,Mechanical properties,Oil sorption,Oleophilicity,Packaging,Water resistance,Waterproof,Wax",ar,5,54
2-s2.0-85151288610,"CHEM,CENG,ENGI",2023,150,"Carbon-based,CO2,Copper,Hydrogenation,Methanol,Ruthenium",ar,0,110
2-s2.0-85150844077,"MATE,CENG",2023,213,"Biaxial strain,Eliashberg theory,First-principles calculations,Lifshitz transition,Sodium carbide,Superconductivity,Thermodynamic stability",ar,1,55
2-s2.0-85150822676,"PSYC,MEDI",2023,252,"Affective disorders,Chronic fatigue syndrome,Inflammation,Major depression,Oxidative stress,Psychiatry",ar,1,108
2-s2.0-85150352804,ENVI,2023,248,"Atmospheric deposition,Bandon Bay,Nutrient sources,Primary production,Riverine input,SGD",ar,1,115
2-s2.0-85149231292,"ENGI,MATE",2023,97,,er,0,
2-s2.0-85149067275,"CENG,ENER,CHEM",2023,192,"Acid hydrolysis,Biohydrogen,Enterobacter aerogenes,Enzymatic hydrolysis,Magnetic nanoparticles",ar,2,48
2-s2.0-85149039379,"MATE,CHEM",2023,158,"Actuator,Agarose,Bending responses,Ionic liquid,Magnetic gel,Magnetite",ar,0,88
2-s2.0-85163351344,"CHEM,BIOC,ENVI",2023,198,,ar,1,37
2-s2.0-85162913057,"BIOC,IMMU,VETE,MEDI",2023,287,"Diphtheria,Hepatitis B,Hexavalent,Immunogenicity,Pentavalent,Pertussis,Tetanus,Vaccine",ar,0,37
2-s2.0-85162219240,"CHEM,MATE",2023,152,,ar,1,53
2-s2.0-85151807036,"ENGI,MATE",2023,138,"Bond length,Bond test,CFRP,Concrete cover,Fire exposure,Interfacial fracture energy,Shear stress–slip model",ar,0,49
2-s2.0-85162185661,PHYS,2023,124,"CMS,VBS,W pairs",ar,0,65
2-s2.0-85159165079,PHAR,2023,233,"Alginate,Chitosan,Co-delivery,Inflammation,Nanoparticles,Pain",ar,0,73
2-s2.0-85151432782,"ENER,ENGI,ENVI,BUSI",2023,205,"Bacterial fermentation,Dimethyl sulfoxide,Downstream processing,Exergy analysis,Techno-economic study",ar,0,66
2-s2.0-85162230638,MEDI,2023,259,"Children,Extraesophageal reflux,Gastroesophageal reflux,Mean nocturnal baseline impedance,pH-impedance",ar,0,25
2-s2.0-85162273119,MATE,2023,172,"deposition orientation,hopeite,interfacial modification,zinc-ion batteries,Zn anodes",ar,0,60
2-s2.0-85162196579,CHEM,2023,210,,ar,0,63
2-s2.0-85165294746,"CHEM,BIOC,ENVI",2023,179,,ar,0,38
2-s2.0-85162735168,"CHEM,CENG",2023,249,,ar,0,47
2-s2.0-85161119083,MEDI,2023,105,"Drug interactions,Psychiatry,Toxicology",ar,0,19
2-s2.0-85150905249,"ECON,AGRI,BUSI",2023,245,"Area yield,Crop insurance,Insurance product development process,Machine learning",ar,0,44
2-s2.0-85141370040,BUSI,2023,275,"Agency theory,Corporate governance,Hostile takeovers,Managerial ownership,Takeover susceptibility,Takeover vulnerability",ar,1,71
2-s2.0-85162760272,"CHEM,ENVI,CENG,ENER",2023,209,"biobased vitrimers,biodegradable,covalent adaptable networks,starch,vinylogous urethane vitrimers,vitrimer-composites",ar,0,69
2-s2.0-85161692888,ENVI,2023,174,,ar,0,46
2-s2.0-85163315835,"CHEM,MEDI,PHAR",2023,193,"boron-doped diamond thin film electrode,drug formulations,flow injection analysis,Methimazole",ar,2,35
2-s2.0-85160886783,MULT,2023,253,,ar,0,
2-s2.0-85162187464,"CHEM,BIOC,ENVI",2023,214,,ar,0,49
2-s2.0-85168333803,PHYS,2023,160,"Hadron-Hadron Scattering,Higgs Physics",ar,0,73
2-s2.0-85168283181,PHYS,2023,272,"Beyond Standard Model,Hadron-Hadron Scattering",ar,0,61
2-s2.0-85168275841,PHYS,2023,217,"Hadron-Hadron Scattering,Supersymmetry,Top Squark",ar,0,75
2-s2.0-85167625664,"ENGI,COMP",2023,101,"Fuzzy ordered almost ideals,Ordered almost ideals,Partially ordered ternary semigroups",ar,0,14
